Planet_name,Orbit_period,Semi_major_axis,Eccentricity,Mass (EU),Radius (EU),Density,Eqilibrium_temp,Insolation_flux,Distance,Effective_temp,Surface_Stellar_gravity,Stellar_luminosity,Stellar_mass,Stellar_radius,Habitable
Kepler-446 b,1.565409,,0.0,2.86,1.5,4.66,,16.21,120.0,3359.0,4.87,-2.0,0.22,0.24,0
Kepler-446 c,3.036179,,0.0,1.41,1.11,5.67,,6.71,120.0,3359.0,4.87,-2.0,0.22,0.24,0
Kepler-446 d,5.148921,,0.0,2.39,1.35,5.34,,3.31,120.0,3359.0,4.87,-2.0,0.22,0.24,0
Kepler-447 b,7.79430132,0.0769,0.123,435.41,18.49,0.4,,119.04,283.0,5493.0,4.4,-0.204,1.0,1.05,0
Kepler-449 b,12.58242,,0.03,4.88,2.056,3.09,,,279.0,5654.0,4.09,0.298,0.97,1.47,0
Kepler-449 c,33.6727,,0.05,8.07,2.764,2.1,,,279.0,5654.0,4.09,0.298,0.97,1.47,0
Kepler-45 b,2.455239,0.03,0.11,160.497,10.76,0.8,1000.0,68.37,333.0,3820.0,4.7,-1.073,0.59,0.55,0
Kepler-450 b,28.454851,,0.02,31.3,6.14,0.743,,94.33,437.0,6263.0,4.17,0.531,1.35,1.57,0
Kepler-450 c,15.413135,,0.02,7.37,2.62,2.25,,213.73,437.0,6263.0,4.17,0.531,1.35,1.57,0
Kepler-450 d,7.51464,,0.14,0.514,0.837,4.82,,557.21,437.0,6263.0,4.17,0.531,1.35,1.57,0
Kepler-453 b,240.503,0.7903,0.0359,16.0,6.204,,,,442.69,5527.0,4.57,-0.221,0.94,0.83,0
Kepler-454 b,10.57,0.0954,0.0,6.3566,2.354,2.76,,116.27,233.0,5701.0,4.37,0.032,0.85,1.05,0
Kepler-454 c,523.9,,0.0214,1417.5218,12.9,3.63,,,233.0,5701.0,4.37,0.032,0.85,1.05,0
Kepler-458 c,20.74028413,,,16.4,4.2,1.22,,279.79,1594.34,6065.0,4.42,0.755,0.98,1.03,0
Kepler-46 b,33.60134,0.1968,0.01,1907.0,9.057,14.0,543.0,10.9,855.0,5309.0,4.58,-0.387,0.92,0.79,0
Kepler-46 c,57.011,0.2799,0.0146,119.499,13.5,0.267,455.0,,855.0,5309.0,4.58,-0.387,0.92,0.79,0
Kepler-46 d,6.766589,0.067,,3.33,1.64,4.15,,92.35,855.0,5309.0,4.58,-0.387,0.92,0.79,0
Kepler-460 c,220.1303357,,,26.1,5.52,0.853,,,848.0,6340.0,4.16,0.612,1.07,1.24,0
Kepler-461 b,8.31378306,,,7.18,2.58,2.3,,254.91,468.0,5634.0,4.51,0.236,0.98,0.91,0
Kepler-462 b,84.6879808,,,13.7,3.77,1.4,,31.27,733.0,7070.0,4.02,0.785,1.59,2.04,0
Kepler-463 b,8.98101683,,,9.53,3.05,1.85,,166.04,336.0,5661.0,4.47,-0.054,0.87,0.9,0
Kepler-464 b,7.25696522,,,10.9,3.3,1.67,,495.0,653.0,5933.0,4.11,0.468,1.21,1.59,0
Kepler-465 b,9.94067247,,,9.01,2.95,1.93,,227.82,587.0,6310.0,4.31,0.326,1.23,1.29,0
Kepler-466 b,51.07926307,,,8.5,2.85,2.02,,,436.0,5927.0,4.42,-0.067,1.04,1.05,0
Kepler-466 c,3.70921385,,,2.1,1.25,5.91,,,436.0,5927.0,4.42,-0.067,1.04,1.05,0
Kepler-467 b,24.99324193,,,5.69,2.25,2.74,,72.75,458.0,5809.0,4.18,0.28,1.05,1.37,0
Kepler-468 b,38.47875707,,,,13.34,,,11.24,474.0,5498.0,4.54,-0.297,0.96,0.87,0
Kepler-47 b,49.532,0.2962,0.035,636.0,3.03,,,,1500.0,5636.0,4.49,-0.076,1.05,0.96,0
Kepler-47 c,303.137,0.991,0.411,8899.0,4.62,,,,1500.0,5636.0,4.49,-0.076,1.05,0.96,0
Kepler-470 b,24.66919569,,,35600.0,14.44,65.0,,41.2,989.0,6613.0,4.14,0.559,1.4,1.66,0
Kepler-471 b,5.01423457,,,37000.0,14.96,60.7,,1146.88,1373.0,6733.0,4.1,0.577,1.49,1.8,0
Kepler-472 b,4.17625551,,,10.5,3.22,1.73,,139.24,302.0,4996.0,4.59,-0.575,0.85,0.78,0
Kepler-473 b,14.55731705,,,15.6,4.08,1.26,,243.38,641.0,5816.0,4.21,0.467,1.06,1.34,0
Kepler-474 b,5.66067294,,,9.59,3.06,1.84,,671.06,568.0,5785.0,4.36,0.361,0.99,1.08,0
Kepler-475 b,3.10550819,,,6.76,2.49,2.41,,215.46,280.0,5009.0,4.58,-0.506,0.86,0.79,0
Kepler-476 b,14.00640607,,,9.69,3.08,1.82,,,687.0,5837.0,4.38,0.095,1.03,1.09,0
Kepler-477 b,11.11990653,,,4.94,2.07,3.06,,,367.0,5240.0,4.58,-0.372,0.87,0.79,0
Kepler-478 b,13.2217576,,,7.8,2.71,2.15,,,420.0,5210.0,4.56,-0.371,0.85,0.8,0
Kepler-479 b,12.49341307,,,5.14,2.12,2.96,,37.75,371.0,5247.0,4.56,-0.428,0.86,0.81,0
Kepler-48 b,4.778,,,3.94,1.88,3.23,,173.12,306.66,5194.0,4.49,-0.345,0.88,0.89,0
Kepler-48 c,9.67395,,,14.61,2.71,4.01,,67.59,306.66,5194.0,4.49,-0.345,0.88,0.89,0
Kepler-48 d,42.8961,,,7.93,2.04,5.08,,9.29,306.66,5194.0,4.49,-0.345,0.88,0.89,0
Kepler-48 e,982.0,,,657.0,13.4,1.5,,,306.66,5194.0,4.49,-0.345,0.88,0.89,0
Kepler-480 b,4.9195838,,,8.15,2.78,2.08,,764.08,806.0,6322.0,4.28,0.457,1.25,1.34,0
Kepler-481 b,10.06082567,,,6.8,2.5,2.39,,183.84,713.0,5802.0,4.36,0.188,1.01,1.09,0
Kepler-482 b,56.35418576,,,6.17,2.36,2.58,,4.44,290.0,4871.0,4.6,-0.578,0.75,0.72,0
Kepler-483 b,30.229104,,,10.4,3.21,1.73,,61.49,953.0,6346.0,4.21,0.399,1.28,1.47,0
Kepler-484 b,10.04556931,,,5.82,2.28,2.7,,90.63,377.0,5668.0,4.54,-0.144,0.96,0.87,0
Kepler-485 b,3.2432598,,,35500.0,14.41,65.2,,622.01,1173.0,5958.0,4.39,0.063,1.07,1.09,0
Kepler-486 b,30.36044667,,,84.2,11.0,0.348,,10.42,428.0,4926.0,4.6,-0.536,0.79,0.75,0
Kepler-487 b,15.3587684,,,,11.42,,,51.49,835.0,5444.0,4.51,-0.229,0.91,0.88,0
Kepler-487 c,38.6519976,,,7.65,2.68,2.18,,15.04,835.0,5444.0,4.51,-0.229,0.91,0.88,0
Kepler-488 b,3.12082923,,,39400.0,15.79,55.0,,778.51,1157.0,5970.0,4.39,0.117,1.07,1.09,0
Kepler-489 b,17.27629612,,,46.1,7.72,0.551,,20.62,379.0,5014.0,4.59,-0.538,0.82,0.76,0
Kepler-49 b,7.2037945,0.05929,,311.46,2.72,3.4,495.0,21.48,306.0,4252.0,4.73,-1.003,0.63,0.56,0
Kepler-49 c,10.9129343,0.07821,,228.83,2.55,1.3,431.0,12.34,306.0,4252.0,4.73,-1.003,0.63,0.56,0
Kepler-49 d,2.576549,0.031,,3.19,1.6,4.28,697.0,64.39,306.0,4252.0,4.73,-1.003,0.63,0.56,0
Kepler-49 e,18.596108,0.116,,3.05,1.56,4.41,,6.06,306.0,4252.0,4.73,-1.003,0.63,0.56,0
Kepler-490 b,3.26869515,,,,11.65,,,1059.52,1249.0,6045.0,4.37,0.345,1.08,1.12,0
Kepler-491 b,4.22538451,,,59.0,8.92,0.457,,312.51,657.0,5582.0,4.42,-0.083,1.04,1.03,0
Kepler-492 b,11.72012266,,,66.7,9.59,0.416,,54.44,642.0,5527.0,4.5,-0.337,0.94,0.91,0
Kepler-493 b,3.00387658,,,37500.0,15.13,59.5,,1414.33,1942.0,6457.0,4.19,0.385,1.36,1.54,0
Kepler-494 b,8.02511821,,,40.4,7.14,0.61,,,862.0,6007.0,4.28,0.271,1.1,1.26,0
Kepler-495 b,3.41303622,,,23.8,5.23,0.914,,310.02,630.0,5346.0,4.55,-0.298,0.86,0.83,0
Kepler-496 b,8.30864937,,,5.99,2.32,2.64,,62.93,655.0,5293.0,4.55,-0.429,0.86,0.82,0
Kepler-497 b,3.57320367,,,30.4,6.04,0.758,,1129.27,1070.0,5834.0,4.39,0.252,1.09,1.11,0
Kepler-498 b,9.61375356,,,9.43,3.03,1.86,,202.78,746.0,5744.0,4.47,0.148,0.98,0.96,0
Kepler-499 b,5.63252845,,,5.35,2.17,2.88,,148.46,523.0,5312.0,4.55,-0.317,0.87,0.83,0
Kepler-5 b,3.5484657,0.0538,0.024,670.93913,15.984,0.4,1750.0,1822.76,898.0,6297.0,3.96,0.514,1.37,1.79,0
Kepler-50 b,7.81254,0.077,,3.57,1.71,3.92,,494.7,255.0,6225.0,4.13,0.524,1.24,1.58,0
Kepler-50 c,9.37647,0.087,,5.35,2.17,2.88,,388.44,255.0,6225.0,4.13,0.524,1.24,1.58,0
Kepler-500 b,8.5083244,,,7.18,2.58,2.3,,193.68,747.0,5813.0,4.42,0.051,1.02,1.03,0
Kepler-501 b,5.64067757,,,17.1,4.3,1.18,,324.86,1044.0,5904.0,4.42,0.109,1.03,1.04,0
Kepler-502 b,4.28686431,,,20.4,4.77,1.03,,859.51,1433.0,6125.0,4.33,0.327,1.15,1.22,0
Kepler-504 b,9.54927542,,,3.15,1.59,4.31,,5.99,75.0,3519.0,4.94,-1.82,0.33,0.33,0
Kepler-505 b,27.52197994,,,7.27,2.6,2.27,,3.64,222.0,3931.0,4.73,-0.985,0.55,0.53,0
Kepler-506 b,6.8834055,,,7.9,2.73,2.13,,330.55,231.0,6236.0,4.36,0.275,1.19,1.19,0
Kepler-507 b,3.56809693,,,2.24,1.3,5.6,,877.33,410.0,6113.0,4.26,0.294,1.16,1.32,0
Kepler-508 b,25.30889748,,,3.33,1.64,4.15,,60.37,325.0,6025.0,4.3,0.256,1.16,1.25,0
Kepler-509 b,41.74600392,,,6.76,2.49,2.41,,28.48,339.0,6060.0,4.32,0.207,1.1,1.2,0
Kepler-51 b,45.154,0.2514,0.04,2.1,7.1,0.03,543.0,10.12,1013.0,6018.0,4.51,-0.18,1.04,0.94,0
Kepler-51 c,85.312,0.384,0.014,4.0,9.0,0.03,439.0,4.33,1013.0,6018.0,4.51,-0.18,1.04,0.94,0
Kepler-51 d,130.194,0.509,0.008,7.6,9.7,0.046,381.0,2.47,1013.0,6018.0,4.51,-0.18,1.04,0.94,0
Kepler-510 b,19.55659418,,,6.66,2.47,2.43,,114.39,378.0,5746.0,4.09,0.286,0.91,1.41,0
Kepler-511 b,296.637865,,,33.1,6.35,0.71,,4.21,448.0,5770.0,4.28,0.482,1.0,1.2,0
Kepler-512 b,34.43587975,,,7.7,2.69,2.17,,32.33,531.0,5997.0,4.28,0.174,1.17,1.3,0
Kepler-513 b,28.86235584,,,5.48,2.2,2.83,,36.53,467.0,5849.0,4.39,0.07,1.02,1.06,0
Kepler-514 b,5.65179605,,,3.61,1.72,3.9,,506.41,489.0,6106.0,4.23,0.339,1.28,1.44,0
Kepler-515 b,19.96371318,,,2.73,1.46,4.82,,,255.0,5293.0,4.55,-0.312,0.9,0.83,0
Kepler-516 b,24.85462415,,,27.9,5.74,0.811,,174.58,777.0,7099.0,4.04,0.769,1.62,2.02,0
Kepler-517 b,60.92832271,,,7.61,2.67,2.2,,10.55,284.0,5690.0,4.43,-0.038,0.95,0.98,0
Kepler-518 b,8.51203588,,,5.1,2.11,2.98,,133.32,324.0,5842.0,4.53,-0.067,0.96,0.88,0
Kepler-519 b,24.3078946,,,5.06,2.1,3.0,,19.87,234.0,5260.0,4.58,-0.375,0.89,0.8,0
Kepler-52 b,7.8773565,0.0637,,2765.0,2.1,,499.0,22.72,336.0,4263.0,4.73,-0.955,0.66,0.56,0
Kepler-52 c,16.3850021,0.10379,,3308.41,1.84,,390.0,8.55,336.0,4263.0,4.73,-0.955,0.66,0.56,0
Kepler-52 d,36.445171,0.182,,4.46,1.95,3.31,,2.94,336.0,4263.0,4.73,-0.955,0.66,0.56,0
Kepler-520 b,19.67416124,,,3.39,1.66,4.07,,,492.0,6112.0,4.41,0.51,1.1,1.09,0
Kepler-520 c,5.21104261,,,1.24,1.07,5.56,,,492.0,6112.0,4.41,0.51,1.1,1.09,0
Kepler-521 b,22.20813214,,,10.2,3.18,1.74,,160.61,737.0,6406.0,4.24,0.566,1.34,1.46,0
Kepler-522 b,38.58422849,,,38.2,6.91,0.636,,63.85,749.0,6392.0,4.04,0.632,1.54,1.98,0
Kepler-523 b,5.83598311,,,4.5,1.96,3.28,,149.13,270.0,5515.0,4.54,-0.289,0.93,0.86,0
Kepler-524 b,7.97419807,,,4.31,1.91,3.4,,434.24,730.0,6014.0,4.39,0.399,1.09,1.1,0
Kepler-524 c,1.88897906,,,0.84,0.96,5.22,,2959.34,730.0,6014.0,4.39,0.399,1.09,1.1,0
Kepler-525 b,18.68404933,,,7.41,2.63,2.24,,176.23,566.0,5573.0,4.29,0.51,0.95,1.15,0
Kepler-526 b,5.45849832,,,4.62,1.99,3.22,,584.35,504.0,5894.0,4.38,0.333,1.15,1.14,0
Kepler-527 b,13.28535633,,,8.45,2.84,2.03,,147.05,901.0,6388.0,4.22,0.299,1.28,1.45,0
Kepler-528 b,19.78297415,,,4.98,2.08,3.04,,68.97,711.0,5807.0,4.39,0.122,1.01,1.06,0
Kepler-529 b,1.98035766,,,4.12,1.86,3.52,,,787.0,6087.0,4.35,0.207,1.07,1.14,0
Kepler-529 c,12.8345022,,,4.66,2.0,3.2,,,787.0,6087.0,4.35,0.207,1.07,1.14,0
Kepler-53 b,18.6489525,,,5851.0,2.89,,,61.0,1235.0,5858.0,4.53,0.034,0.98,0.89,0
Kepler-53 c,38.5583038,,,5002.43,3.17,,,23.18,1235.0,5858.0,4.53,0.034,0.98,0.89,0
Kepler-53 d,9.751962,0.091,,5.14,2.12,2.96,,144.85,1235.0,5858.0,4.53,0.034,0.98,0.89,0
Kepler-530 b,39.30941904,,,9.32,3.01,1.88,,14.24,464.0,5697.0,4.53,-0.153,0.97,0.89,0
Kepler-531 b,29.88485741,,,8.15,2.78,2.08,,10.01,254.0,4893.0,4.58,-0.583,0.78,0.75,0
Kepler-532 b,12.92491623,,,7.13,2.57,2.31,,34.09,325.0,5192.0,4.58,-0.483,0.87,0.79,0
Kepler-533 b,28.51120525,,,11.4,3.38,1.62,,8.77,305.0,4758.0,4.61,-0.668,0.78,0.72,0
Kepler-534 b,15.95994513,,,5.65,2.24,2.76,,,473.0,5884.0,4.48,0.106,1.05,0.98,0
Kepler-535 b,4.90332155,,,6.17,2.36,2.58,,601.89,678.0,6123.0,4.3,0.309,1.18,1.27,0
Kepler-536 b,1.8270823,,,9.8,3.1,1.81,,892.81,446.0,5524.0,4.51,-0.262,0.92,0.89,0
Kepler-537 b,3.24755522,,,2.57,1.41,5.04,,442.52,465.0,5763.0,4.47,-0.056,1.07,0.99,0
Kepler-538 b,81.73780699,,,5.73,2.26,2.73,,4.88,165.0,5650.0,4.51,-0.19,0.96,0.9,0
Kepler-539 b,125.63243,0.4988,0.39,308.2951,8.373,2.9,388.0,3.68,313.0,5820.0,4.5,-0.094,1.05,0.95,0
Kepler-539 c,1000.0,2.42,0.5,762.792,13.3,1.78,253.0,,313.0,5820.0,4.5,-0.094,1.05,0.95,0
Kepler-54 b,8.0109434,0.0619,,292.39,2.1,,453.0,12.36,234.0,4252.0,4.73,-1.272,0.48,0.55,0
Kepler-54 c,12.0717249,,,117.59,1.23,,,3.07,234.0,4252.0,4.73,-1.272,0.48,0.55,0
Kepler-54 d,20.995694,0.126,,2.96,1.53,4.54,,3.42,234.0,4252.0,4.73,-1.272,0.48,0.55,0
Kepler-540 b,172.7049784,,,7.8,2.71,2.15,,4.53,350.0,5946.0,4.38,0.189,1.02,1.08,0
Kepler-541 b,5.08005848,,,11.2,3.36,1.62,,1452.9,1020.0,6166.0,3.96,0.659,1.41,2.06,0
Kepler-542 b,13.14497566,,,3.09,1.57,4.39,,61.57,439.0,5526.0,4.5,-0.191,0.93,0.9,0
Kepler-543 b,13.89961966,,,6.8,2.5,2.39,,23.08,212.0,4671.0,4.63,-0.728,0.7,0.67,0
Kepler-544 b,21.41616926,,,5.14,2.12,2.96,,126.03,797.0,6206.0,4.33,0.44,1.16,1.22,0
Kepler-545 b,13.24934059,,,7.7,2.69,2.17,,101.14,831.0,5882.0,4.39,0.078,1.04,1.07,0
Kepler-546 b,4.14702026,,,39.1,7.0,0.626,,690.13,896.0,5967.0,4.36,0.227,1.11,1.15,0
Kepler-547 b,6.01038429,,,15.1,4.0,1.3,,87.71,361.0,4828.0,4.61,-0.581,0.78,0.73,0
Kepler-548 b,4.45419434,,,,11.99,,,237.03,776.0,5535.0,4.5,-0.304,0.93,0.9,0
Kepler-549 b,42.9495649,,,11.0,2.57,1.9,,9.55,648.0,5360.0,4.54,-0.317,0.88,0.84,0
Kepler-549 c,117.040498,,,8.91,2.93,1.95,,2.51,648.0,5360.0,4.54,-0.317,0.88,0.84,0
Kepler-55 b,27.9481449,,,473.55,2.43,,,6.64,568.0,4503.0,4.68,-0.784,0.72,0.62,0
Kepler-55 c,42.1516418,,,352.78,2.21,,,3.84,568.0,4503.0,4.68,-0.784,0.72,0.62,0
Kepler-55 d,2.211099,0.029,,3.15,1.59,4.31,,195.0,568.0,4503.0,4.68,-0.784,0.72,0.62,0
Kepler-55 e,4.617534,0.048,,3.02,1.55,4.46,,73.16,568.0,4503.0,4.68,-0.784,0.72,0.62,0
Kepler-55 f,10.198545,0.081,,3.15,1.59,4.31,,25.44,568.0,4503.0,4.68,-0.784,0.72,0.62,0
Kepler-550 b,8.60010411,,,17.9,4.42,1.14,,77.26,563.0,5322.0,4.55,-0.407,0.87,0.83,0
Kepler-551 b,12.3764661,,,7.9,2.73,2.13,,14.39,312.0,4286.0,4.66,-0.928,0.65,0.63,0
Kepler-552 b,5.26341577,,,14.8,3.95,1.32,,358.99,834.0,5863.0,4.42,0.042,1.03,1.04,0
Kepler-553 b,4.03046804,,,19.4,4.63,1.07,,210.01,725.0,5266.0,4.55,-0.321,0.92,0.85,0
Kepler-553 c,328.2399546,,,,11.2,,,0.6,725.0,5266.0,4.55,-0.321,0.92,0.85,0
Kepler-554 b,1.90220856,,,17.0,4.29,1.18,,877.95,642.0,5447.0,4.49,-0.133,0.93,0.92,0
Kepler-555 b,16.21775407,,,8.4,2.83,2.04,,129.37,772.0,5894.0,4.42,0.212,1.03,1.04,0
Kepler-556 b,11.72292176,,,5.65,2.24,2.76,,81.64,729.0,5740.0,4.46,-0.096,1.0,0.98,0
Kepler-557 b,3.70598955,,,7.61,2.67,2.2,,2885.66,1126.0,6068.0,4.35,0.713,1.11,1.16,0
Kepler-558 b,29.00790538,,,6.21,2.37,2.56,,15.23,652.0,5242.0,4.56,-0.409,0.85,0.81,0
Kepler-559 b,17.58752333,,,12.7,3.61,1.48,,42.54,793.0,5630.0,4.47,-0.197,0.96,0.95,0
Kepler-56 b,10.5016,0.1028,0.04,22.1,6.51,0.442,,819.25,914.0,4840.0,3.31,0.905,1.32,4.23,0
Kepler-56 c,21.40239,0.1652,0.0,181.0,9.8,1.06,,317.21,914.0,4840.0,3.31,0.905,1.32,4.23,0
Kepler-56 d,1002.0,2.16,0.2,1784.0,12.8,4.67,,,914.0,4840.0,3.31,0.905,1.32,4.23,0
Kepler-560 b,18.47764449,0.0899,0.17,3.61,1.72,18.8,298.0,2.46,88.0,3556.0,4.94,-1.717,0.34,0.33,0
Kepler-561 b,58.3620495,,,38.7,6.96,0.631,,7.57,667.0,5646.0,4.48,-0.224,0.96,0.94,0
Kepler-561 c,5.35016198,,,7.65,2.68,2.18,,183.17,667.0,5646.0,4.48,-0.224,0.96,0.94,0
Kepler-562 b,18.00931444,,,23.7,5.21,0.921,,67.44,822.0,5575.0,4.5,0.006,0.93,0.9,0
Kepler-563 b,22.18432708,,,9.75,3.09,1.82,,18.74,557.0,5066.0,4.58,-0.459,0.8,0.77,0
Kepler-564 b,3.75083228,,,19.4,4.63,1.07,,389.4,830.0,5626.0,4.49,-0.106,0.95,0.92,0
Kepler-565 b,4.24374723,,,12.9,3.64,1.47,,,1041.0,5735.0,4.47,-0.055,0.98,0.95,0
Kepler-566 b,18.42794624,,,5.27,2.15,2.91,,16.88,628.0,5132.0,4.57,-0.548,0.83,0.79,0
Kepler-567 b,16.54297375,,,5.69,2.25,2.74,,26.14,568.0,5148.0,4.57,-0.436,0.84,0.79,0
Kepler-568 b,11.02347475,,,5.73,2.26,2.73,,8.37,126.0,3768.0,4.73,-1.305,0.55,0.53,0
Kepler-569 b,34.18890521,,,10.1,3.16,1.76,,19.31,645.0,5616.0,4.48,-0.124,0.95,0.93,0
Kepler-57 b,5.7293196,,,5994.02,2.19,,,124.35,674.0,5145.0,4.63,-0.361,0.83,0.73,0
Kepler-57 c,11.6092567,,,2208.83,1.55,,,48.57,674.0,5145.0,4.63,-0.361,0.83,0.73,0
Kepler-570 b,4.301662,,,6.57,2.45,2.45,,214.04,642.0,5496.0,4.5,-0.301,0.93,0.9,0
Kepler-571 b,4.79859939,,,7.46,2.64,2.23,,219.04,756.0,5527.0,4.51,-0.236,0.93,0.9,0
Kepler-572 b,17.20523483,,,7.18,2.58,2.3,,26.89,532.0,5212.0,4.57,-0.465,0.83,0.79,0
Kepler-573 b,22.18329658,,,8.2,2.79,2.07,,46.44,758.0,5746.0,4.41,0.011,0.99,1.02,0
Kepler-574 b,7.65880414,,,6.3,2.39,2.54,,120.47,747.0,5612.0,4.5,-0.243,0.95,0.91,0
Kepler-575 b,9.37891944,,,6.3,2.39,2.54,,141.99,852.0,5710.0,4.47,-0.113,0.97,0.95,0
Kepler-576 b,29.91136794,,,10.7,3.27,1.68,,16.82,698.0,5672.0,4.46,-0.249,0.99,0.97,0
Kepler-577 b,25.69578251,,,7.04,2.55,2.33,,5.69,549.0,4984.0,4.61,-0.555,0.78,0.73,0
Kepler-578 b,1.6168837,,,4.66,2.0,3.2,,496.9,568.0,5334.0,4.54,-0.373,0.87,0.83,0
Kepler-579 b,9.66857723,,,4.66,2.0,3.2,,60.61,663.0,5636.0,4.47,-0.346,0.99,0.96,0
Kepler-58 b,10.2184954,,,441.77,2.78,,,112.99,1562.0,6099.0,4.37,-0.061,1.33,1.13,0
Kepler-58 c,15.5741568,,,696.02,2.86,,,64.39,1562.0,6099.0,4.37,-0.061,1.33,1.13,0
Kepler-58 d,40.101371,0.236,,8.96,2.94,1.94,,18.24,1562.0,6099.0,4.37,-0.061,1.33,1.13,0
Kepler-580 b,8.22241966,,,7.13,2.57,2.31,,24.06,333.0,4298.0,4.66,-0.905,0.67,0.64,0
Kepler-581 b,40.6069821,,,7.41,2.63,2.24,,12.39,833.0,5772.0,4.44,-0.211,1.0,1.0,0
Kepler-582 b,18.49235668,,,13.1,3.68,1.44,,25.06,751.0,5564.0,4.49,-0.456,0.93,0.91,0
Kepler-583 b,6.5100253,,,5.82,2.28,2.7,,178.7,805.0,5523.0,4.5,-0.117,0.94,0.91,0
Kepler-584 b,35.1810304,,,16.5,4.21,1.22,,76.34,1445.0,6195.0,4.31,0.528,1.17,1.24,0
Kepler-585 b,2.75235975,,,8.4,2.83,2.04,,489.15,604.0,5593.0,4.49,-0.17,0.96,0.93,0
Kepler-586 b,2.10472218,,,8.2,2.79,2.07,,705.05,707.0,5575.0,4.5,-0.161,0.94,0.92,0
Kepler-587 b,10.94027841,,,5.6,2.23,2.77,,70.97,852.0,5549.0,4.51,-0.247,0.92,0.89,0
Kepler-588 b,4.22162536,,,7.41,2.63,2.24,,718.08,972.0,5835.0,4.44,0.197,1.01,1.0,0
Kepler-589 b,16.54964934,,,5.77,2.27,2.71,,32.14,643.0,5296.0,4.55,-0.37,0.88,0.83,0
Kepler-59 b,11.8681707,,,651.52,1.1,,,187.51,1021.0,6074.0,4.51,0.319,1.04,0.94,0
Kepler-59 c,17.9801235,,,435.41,1.98,,,107.74,1021.0,6074.0,4.51,0.319,1.04,0.94,0
Kepler-590 b,5.85296257,,,15.2,4.02,1.29,,782.41,986.0,6000.0,4.35,0.457,1.1,1.15,0
Kepler-591 b,81.1694299,,,11.4,3.39,1.61,,5.62,793.0,5677.0,4.48,-0.09,0.97,0.94,0
Kepler-592 b,2.82019241,,,6.3,2.39,2.54,,935.83,1034.0,5913.0,4.42,0.173,1.04,1.04,0
Kepler-593 b,21.21708973,,,8.6,2.87,2.0,,61.02,1016.0,5967.0,4.39,0.073,1.08,1.1,0
Kepler-594 b,13.64618192,,,5.39,2.18,2.86,,59.4,742.0,5485.0,4.52,-0.22,0.91,0.87,0
Kepler-595 b,25.30292332,,,13.9,3.81,1.38,,17.38,639.0,5247.0,4.54,-0.353,0.87,0.83,0
Kepler-596 b,21.30022655,,,11.8,3.46,1.57,,82.3,1083.0,6267.0,4.27,0.308,1.21,1.32,0
Kepler-597 b,13.02365861,,,6.21,2.37,2.56,,76.38,660.0,5683.0,4.47,-0.064,0.97,0.95,0
Kepler-598 b,3.70175428,,,2.86,1.5,4.66,,265.41,686.0,5307.0,4.51,-0.301,0.87,0.86,0
Kepler-599 b,15.65562652,,,8.45,2.84,2.03,,24.47,627.0,5127.0,4.57,-0.552,0.83,0.79,0
Kepler-6 b,3.2346996,0.04852,0.0,212.31044,14.617,0.4,1460.0,792.22,590.0,5647.0,4.24,0.168,1.21,1.39,0
Kepler-60 b,7.1334,0.07497,0.0108,4.19,1.71,4.62,,318.0,899.0,5905.0,4.26,0.354,1.04,1.26,0
Kepler-60 c,8.9187,0.08701,0.0291,3.85,1.9,3.06,,236.0,899.0,5905.0,4.26,0.354,1.04,1.26,0
Kepler-60 d,11.8981,0.10548,0.0151,4.16,1.99,2.91,,161.0,899.0,5905.0,4.26,0.354,1.04,1.26,0
Kepler-600 b,23.67517607,,,8.75,2.9,1.97,,20.18,624.0,5279.0,4.56,-0.361,0.84,0.81,0
Kepler-601 b,5.37886844,,,4.27,1.9,3.42,,110.62,429.0,5160.0,4.57,-0.433,0.85,0.79,0
Kepler-602 b,15.28469497,,,5.02,2.09,3.02,,128.78,971.0,6062.0,4.37,0.25,1.08,1.13,0
Kepler-603 b,21.05358596,,,7.51,2.65,2.22,,119.99,967.0,5808.0,4.43,0.371,1.01,1.01,0
Kepler-603 c,127.9075774,,,34.5,6.5,0.69,,10.82,967.0,5808.0,4.43,0.371,1.01,1.01,0
Kepler-603 d,6.2171292,,,2.3,1.32,5.5,,610.28,967.0,5808.0,4.43,0.371,1.01,1.01,0
Kepler-604 b,25.85501786,,,7.22,2.59,2.28,,46.98,981.0,5890.0,4.42,0.06,1.02,1.03,0
Kepler-605 b,3.38353807,,,2.67,1.44,4.91,,316.72,570.0,5462.0,4.52,-0.258,0.91,0.88,0
Kepler-605 c,2.35895152,,,0.566,0.86,4.89,,513.03,570.0,5462.0,4.52,-0.258,0.91,0.88,0
Kepler-606 b,24.31575992,,,11.0,3.31,1.67,,71.84,1208.0,6161.0,4.32,0.206,1.13,1.22,0
Kepler-607 b,0.6381632,,,0.59,0.87,4.92,,2302.61,500.0,5196.0,4.56,-0.389,0.84,0.8,0
Kepler-608 b,6.41251504,,,12.9,3.64,1.47,,270.16,926.0,5820.0,4.43,-0.003,1.0,1.01,0
Kepler-609 b,6.52121067,,,11.2,3.35,1.64,,258.06,1143.0,5971.0,4.36,0.043,1.09,1.14,0
Kepler-610 b,6.99692655,,,16.3,4.19,1.22,,139.07,1113.0,5943.0,4.37,-0.146,1.1,1.13,0
Kepler-610 c,151.86392,,,10.9,3.3,1.67,,2.3,1113.0,5943.0,4.37,-0.146,1.1,1.13,0
