pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_lum,st_logg,ESI,isHabitable
Kepler-1244 b,1,1,3.70428172,0.0502,1.35,2.39,6680,1.77,1.46,1.032,4.1,0.285493858,0
Kepler-273 b,1,2,2.936532,0.037,1.5,2.86,5626,0.81,0.94,-0.341,4.51,0.285464705,0
Kepler-1891 b,1,1,4.02229023,0.0473,1.521,2.93,5516,0.83,0.87,-0.231,4.54,0.285351427,0
Kepler-444 e,3,5,7.743493,0.0696,0.546,0.1,5046,0.75,0.76,-0.425,4.56,0.285334822,0
Kepler-757 b,1,1,1.02267882,0.019,1.36,2.42,6014,1.13,1.08,0.16,4.37,0.285282149,0
Kepler-1584 b,1,1,13.3997099,0.1168,1.61,3.22,6069,1.13,1.1,0.252,4.37,0.285267872,0
Kepler-206 c,1,3,13.137471,0.111,1.77,3.78,5764,1.19,1.05,0.084,4.31,0.285205248,0
Kepler-1130 d,2,3,4.27225018,0.0506,0.645,0.202,5450,0.84,0.94,-0.26,4.56,0.285164833,0
Kepler-1005 b,1,1,6.49801525,0.0669,1.5,2.86,5782,1.06,1,0.136,4.38,0.285123951,0
Kepler-1483 b,1,1,9.5085156,0.0958,1.52,2.92,6337,1.4,1.25,0.394,4.24,0.285070801,0
Kepler-1905 b,1,1,3.42392993,0.0451,1.446,2.69,5788,1.02,1.04,-0.025,4.44,0.284946289,0
K2-59 c,1,2,11.2954,0.0905,2.3,5.9,5055,0.73,0.77,-0.66,4.59,0.284935233,0
Kepler-150 e,1,5,30.826557,0.189,3.12,9.91,5560,0.94,0.94,-0.161,4.47,0.284922794,0
Kepler-323 b,1,2,1.678328,0.02778,1.381,3.9,6004,1.12,1.02,0.151,4.38,0.284897136,0
Kepler-1901 b,1,1,3.48412991,0.0453,1.474,2.77,5696,0.92,1.02,-0.003,4.52,0.284868964,0
Kepler-879 b,1,1,33.3855938,0.2012,2.57,7.13,5792,1.02,1.02,0.033,4.42,0.284867881,0
GJ 3138 d,1,3,257.8,0.698,3.23,10.5,3717,0.5,0.68,-1.347,4.63,0.284849537,0
Kepler-784 b,1,2,31.5922646,0.1967,1.58,3.12,5674,1.32,1,0.857,4.19,0.284835562,0
Kepler-187 b,1,2,4.938864,0.059,1.41,2.57,6105,1.29,1.11,0.493,4.27,0.284833365,0
HD 219134 b,1,6,3.092926,0.03876,1.602,4.74,4699,0.78,0.81,-0.577,4.57,0.284771785,0
Kepler-1136 b,1,1,2.36172433,0.0299,1.64,3.33,4512,0.68,0.72,-0.853,4.63,0.284758809,0
Kepler-1559 b,1,1,0.97191543,0.018,0.72,0.299,5316,0.82,0.86,-0.276,4.55,0.284756657,0
Kepler-1208 b,1,1,11.08507637,0.0901,2.32,5.99,5001,0.76,0.8,-0.553,4.59,0.284657579,0
Kepler-569 b,1,1,34.18890521,0.1981,3.16,10.1,5616,0.93,0.95,-0.107,4.48,0.284606184,0
Kepler-1205 b,1,1,1.07839035,0.0196,1.41,2.57,5226,0.81,0.84,-0.418,4.56,0.284558239,0
K2-81 b,1,1,6.102325,0.059,1.97,4.54,4674.13,0.63,0.75,-0.569,4.67,0.284547573,0
K2-35 c,1,2,5.608352,0.055,1.93,4.38,4402.71,0.62,0.7,-0.719,4.7,0.284528534,0
Kepler-1394 b,1,1,3.93766373,0.0555,1.39,2.51,6481,2.55,1.64,0.811,3.84,0.284479119,0
Kepler-307 c,1,2,13.0729,0.1068,2.2,3.64,5367,0.81,0.91,-0.122,4.46,0.284384563,0
Kepler-1149 b,1,1,3.73089898,0.0473,1.44,2.67,5833,1.01,1.02,0.165,4.43,0.28437916,0
Kepler-55 d,1,5,2.211099,0.029,1.59,3.15,4503,0.62,0.63,-0.763,4.68,0.284332408,0
Kepler-343 c,1,2,23.22182,0.167,2.02,4.74,5807,1.43,1.08,0.216,4.18,0.284331335,0
Kepler-126 b,1,3,10.495711,0.099,1.52,2.92,6239,1.36,1.18,0.452,4.25,0.284289623,0
Kepler-272 b,1,3,2.971353,0.038,1.43,78,5297,0.93,0.86,0.066,4.43,0.284267598,0
Kepler-1274 b,1,1,6.98152703,0.0806,1.42,2.6,6179,2.17,1.45,0.798,3.93,0.284263502,0
Kepler-1431 b,1,1,5.86601526,0.0648,1.47,2.76,5806,1.03,1.03,0.243,4.42,0.28421819,0
Kepler-406 b,1,2,2.42629,0.0359,1.43,6.35,5538,1.07,1.07,0.048,4.41,0.284195834,0
Kepler-113 c,1,2,8.92507,0.0763,2.18,8.7,4725,0.69,0.75,-0.576,4.64,0.284064924,0
Kepler-579 b,1,1,9.66857723,0.0854,2,4.66,5636,0.96,0.99,-0.311,4.47,0.284041598,0
Kepler-764 b,1,1,7.33683936,0.0724,1.64,3.33,5557,0.89,0.92,-0.136,4.51,0.283965661,0
Kepler-222 d,1,3,28.081912,0.18,3.69,13.2,5433,0.87,0.88,-0.338,4.55,0.283959783,0
Kepler-289 c,1,3,125.8518,0.51,11.59,132,5990,1,1.08,0.061,4.47,0.283951171,0
Kepler-1509 b,1,1,25.4338197,0.1707,1.85,4.08,5780,0.99,1,0.399,4.45,0.283927893,0
Kepler-760 c,1,2,2.46697439,0.0333,1.48,2.79,5322,0.85,0.89,-0.28,4.54,0.283923112,0
Kepler-261 b,1,2,10.381227,0.088,2.18,5.39,5098,0.79,0.88,-0.471,4.56,0.283919313,0
Kepler-1144 b,1,1,17.14647302,0.1291,1.99,4.62,5753,0.96,0.98,0.056,4.47,0.283888047,0
HD 15337 b,1,2,4.75615,0.0522,1.64,7.51,5125,0.86,0.9,-0.326,4.53,0.283875732,0
Kepler-218 b,1,3,3.619337,0.046,1.48,2.79,5502,1.06,1.02,0.009,4.39,0.283860114,0
K2-199 b,1,2,3.2253993,0.0382,1.73,6.9,4491,0.68,0.71,-0.733,4.64,0.283853856,0
Kepler-1825 b,1,1,1.02586997,0.0187,1.422,2.61,5123,0.85,0.83,-0.532,4.5,0.283737857,0
Kepler-167 b,2,4,4.3931539,0.04825,1.718,3.6,4884,0.75,0.78,-0.539,4.58,0.283650394,0
TOI-1444 b,1,2,0.4702694,,1.397,3.87,5430,0.91,0.93,-0.162,4.49,0.283637952,0
Kepler-226 b,1,3,3.940997,0.047,1.55,24,5571,0.8,0.91,-0.239,4.59,0.283554404,0
Kepler-431 c,1,3,8.703,0.0847,0.668,0.229,6004,1.09,1.07,0.498,4.4,0.283549753,0
Kepler-1311 d,1,3,197.5110016,0.6711,9.658,67.5,5616,1.67,1.03,0.472,4,0.283544569,0
Kepler-1921 c,1,2,3.15722086,0.0454,1.41,2.57,6120,2,1.25,0.806,3.93,0.28351188,0
Kepler-114 d,1,3,11.776,0.08358,2.53,3.9,4660,0.54,0.56,-0.685,4.72,0.283479692,0
Kepler-1039 b,1,1,0.93488424,0.0184,1.46,2.73,4870,0.74,0.79,-0.649,4.6,0.283462862,0
Kepler-1266 c,1,2,4.86631012,0.052,1.68,3.46,4996,0.83,0.79,-0.53,4.5,0.283457221,0
Kepler-1699 b,1,1,3.49082,0.0418,1.567,3.08,5575.53,0.73,0.81,-0.339,4.62,0.283456183,0
Kepler-1315 c,1,2,6.56606007,0.064,1.844,4.06,4818,0.86,0.81,-0.628,4.48,0.283442168,0
Kepler-1339 b,1,1,1.34155513,0.0234,0.71,0.285,5586,0.93,0.94,0.188,4.47,0.283409648,0
Kepler-280 b,1,2,2.139542,0.032,1.45,2.7,5744,0.89,0.96,-0.064,4.54,0.283364085,0
Kepler-900 b,1,1,6.9913086,0.0679,2.08,4.98,4836,0.73,0.78,-0.608,4.6,0.283333575,0
Kepler-1295 b,1,1,3.81371974,0.0464,1.55,3.02,5486,0.89,0.92,-0.283,4.51,0.283319713,0
K2-321 b,1,1,2.298,0.041,1.95,4.46,3855,0.58,0.6,-1.254,4.68,0.283288291,0
Kepler-1604 b,1,1,0.68368426,0.0089,1.41,2.57,4976,0.76,0.81,-0.527,4.59,0.283265205,0
Kepler-168 b,1,2,4.425391,0.056,1.46,2.73,6282,1.11,1.11,0.361,4.42,0.28324142,0
Kepler-808 b,1,1,0.63133235,0.0116,1.46,2.73,4653,0.71,0.76,-0.684,4.62,0.283235483,0
Kepler-922 b,1,1,0.93846683,0.0182,1.42,2.6,5671,0.93,0.95,-0.133,4.48,0.283207382,0
Kepler-733 b,1,1,20.83424726,0.1483,2.82,8.35,5418,0.86,0.9,-0.298,4.53,0.283188915,0
Kepler-394 d,1,3,5.61358023,0.0646,1.501,2.86,6398,1.1,1.14,0.053,4.41,0.28316377,0
Kepler-1852 b,1,1,7.97094011,0.0762,1.886,4.22,5237,0.83,0.93,-0.432,4.57,0.283155199,0
Kepler-65 b,1,4,2.15491,0.035,1.42,2.4,6211,1.41,1.25,0.467,4.23,0.283141175,0
Kepler-1469 b,1,1,21.8635301,0.1466,2.8,8.25,5507,0.89,0.92,-0.274,4.51,0.283125945,0
TOI-2048 b,1,1,13.79019,,2.61,7.32,5185,0.79,0.83,-0.387,4.6,0.28311615,0
KOI-1599.02,1,2,13.6088,0.112293,1.9,9,5833,0.97,1.02,0.162,4.47,0.283102439,0
Kepler-1349 b,1,1,2.12823928,0.0341,0.7,0.271,6086,1.28,1.16,0.343,4.29,0.282984339,0
Kepler-104 d,2,3,51.755394,0.257,3.58,12.5,5711,1.35,0.81,0.089,4.11,0.282892476,0
Kepler-1988 b,1,1,11.49500229,0.1038,1.53,2.96,6033,1.79,1.13,0.582,3.99,0.282877848,0
Kepler-235 b,1,4,3.340222,0.037,2.23,5.6,4255,0.55,0.58,-1.102,4.73,0.282853459,0
Kepler-1838 b,1,1,12.14680004,0.1096,1.66,3.4,5877,1.96,1.19,0.537,3.93,0.282823592,0
Kepler-154 e,1,5,3.93276465,0.047,1.5,2.86,5769,0.98,0.98,0.033,4.45,0.28280696,0
Kepler-65 d,1,4,8.13123,0.084,1.52,4.14,6211,1.41,1.25,0.467,4.23,0.282756422,0
TOI-277 b,1,1,3.994,0.0269,2.65,7.51,4031,0.36,0.16,-1.35,4.58,0.282749415,0
Kepler-927 b,1,1,9.1149903,0.0866,1.72,3.61,5743,0.99,0.99,-0.086,4.45,0.282744879,0
Kepler-110 c,1,2,31.719775,0.198,2.21,5.52,5960,1.15,1.07,0.276,4.33,0.282743103,0
Kepler-1259 b,1,1,0.66308526,0.0141,1.43,2.63,5053,0.77,0.8,-0.333,4.58,0.28267757,0
Kepler-1355 b,1,1,1.28958811,0.0224,1.46,2.73,5352,0.83,0.88,-0.329,4.55,0.282636465,0
Kepler-674 b,1,1,2.24338185,0.028,1.69,3.5,4192,0.57,0.6,-0.907,4.69,0.282602589,0
K2-37 b,1,3,4.44117,0.0511,1.61,3.22,5413,0.85,0.9,-0.469,4.52,0.282565938,0
TOI-561 b,1,4,0.4465688,0.0106,1.425,2,5372,0.84,0.81,-0.273,4.5,0.28251529,0
Kepler-300 c,1,2,40.714955,0.232,2.25,5.69,5986,0.9,1.07,0.34,4.53,0.282497629,0
Kepler-405 b,1,2,10.613839,0.095,2.08,4.98,5818,0.89,0.91,-0.331,4.54,0.282470784,0
Kepler-253 b,1,3,3.783986,0.046,1.63,3.29,5208,0.79,0.85,-0.387,4.59,0.282449266,0
Kepler-1255 b,1,1,36.2919336,0.2226,2.32,5.99,6018,1.12,1.08,0.307,4.37,0.282435043,0
Kepler-1079 b,1,1,13.24503188,0.1092,1.63,3.29,5758,1.36,1.08,0.263,4.21,0.282400684,0
Kepler-599 b,1,1,15.65562652,0.1128,2.84,8.45,5127,0.79,0.83,-0.522,4.57,0.282382225,0
Kepler-866 b,1,1,2.61703254,0.0331,1.63,3.29,4751,0.71,0.75,-0.705,4.62,0.282363131,0
Kepler-1528 b,1,1,1.79111021,0.0296,1.46,2.73,5857,1.03,1.03,-0.064,4.43,0.282344243,0
K2-138 b,1,6,2.35309,0.03385,1.51,3.1,5356.3,0.86,0.94,-0.287,4.54,0.282314174,0
Kepler-348 b,1,2,7.05677,0.076,1.52,2.92,6177,1.36,1.27,0.433,4.24,0.282276535,0
Kepler-97 b,1,2,2.58664,0.0356,1.48,3.51,5779,0.98,0.94,-0.025,4.43,0.282226663,0
Kepler-1497 b,1,1,8.74199772,0.0817,1.66,3.39,5675,0.95,0.96,-0.073,4.47,0.282199491,0
Kepler-1885 b,1,1,2.52255988,0.036,1.511,2.89,5591,0.86,0.98,-0.176,4.56,0.282168168,0
Kepler-1310 b,1,1,0.67933627,0.0148,1.44,2.67,5549,0.88,0.91,-0.192,4.51,0.282157074,0
Kepler-1943 b,1,1,4.85018015,0.0571,1.549,3.02,6032,0.97,1.06,0.445,4.49,0.282125134,0
Kepler-1275 b,1,1,3.65691115,0.0488,1.48,2.79,6296,1.36,1.23,0.315,4.26,0.282064131,0
Kepler-400 b,1,2,9.024389,0.087,1.65,3.36,5886,1.15,1.08,0.152,4.35,0.282046609,0
Kepler-994 b,1,1,1.15116651,0.0177,1.6,3.19,3934,0.54,0.56,-1.139,4.72,0.281951252,0
Kepler-913 b,1,2,10.29672521,0.1009,2.06,4.9,4687,0.61,0.63,-0.282,4.67,0.281774209,0
Kepler-1233 b,1,1,45.1263042,0.263,2.6,7.27,6198,1.25,1.16,0.221,4.3,0.28174667,0
Kepler-1091 b,1,1,1.43474156,0.0252,1.46,2.73,5851,1.03,1.01,0.08,4.42,0.281723015,0
Kepler-1271 b,1,1,3.0255955,0.0418,1.48,2.79,6143,1.23,1.13,0.219,4.31,0.281705503,0
Kepler-1073 d,1,3,2.50476003,0.0352,1.488,2.82,5509,1.12,0.92,-0.01,4.31,0.281695464,0
Kepler-614 b,1,1,14.03491514,0.1027,2.39,6.3,5268,0.81,0.85,-0.418,4.55,0.281693607,0
Kepler-1143 b,1,2,2.88890485,0.0371,1.67,3.43,5053,0.77,0.81,-0.623,4.58,0.28166834,0
Kepler-1210 b,1,1,8.07124073,0.0753,1.7,3.53,5568,0.92,0.94,-0.149,4.49,0.281653353,0
Kepler-366 b,1,2,3.281959,0.045,1.46,2.73,6209,1.05,1.06,0.573,4.45,0.281646295,0
Kepler-1351 b,1,1,0.91614077,0.0156,0.65,0.208,4439,0.67,0.7,-0.983,4.64,0.281607163,0
Kepler-1283 b,1,1,12.9460978,0.1062,1.91,4.31,6175,1.25,1.16,0.927,4.31,0.281575572,0
Kepler-1479 b,1,1,14.53261362,0.1173,1.83,4.01,5796,0.98,0.99,0.145,4.45,0.281570752,0
Kepler-967 b,1,2,13.22713379,0.1027,2.35,6.12,5178,0.8,0.84,-0.718,4.56,0.281538612,0
Kepler-402 c,1,4,6.124821,0.068,1.56,3.05,6090,1.26,1.15,0.203,4.28,0.281463529,0
Kepler-1257 b,1,1,2.66831376,0.0376,1.52,2.92,5502,0.87,0.9,-0.136,4.52,0.281433633,0
GJ 9827 b,1,3,1.2089819,0.0188,1.577,5.14,4305,0.6,0.61,-0.942,4.66,0.281265347,0
Kepler-658 b,1,1,1.28707676,0.0188,1.63,3.29,4103,0.6,0.63,-0.899,4.68,0.281201077,0
Kepler-915 b,1,1,4.59489604,0.0566,1.5,2.86,6173,1.38,1.21,0.506,4.24,0.281120245,0
Kepler-830 b,1,1,11.29695137,0.1033,1.7,3.53,6037,1.11,1.07,0.169,4.38,0.281042814,0
Kepler-401 c,1,3,47.318218,0.269,2.15,5.27,6117,1.33,1.17,0.566,4.25,0.281020517,0
Kepler-247 b,1,3,3.33616,0.042,1.64,3.33,5100,0.77,0.84,-0.422,4.61,0.281010099,0
Kepler-1713 b,1,1,18.01160049,0.1469,1.717,3.59,6477,1.46,1.3,0.486,4.22,0.28093529,0
Kepler-113 b,1,2,4.754,0.0502,1.82,11.7,4725,0.69,0.75,-0.576,4.64,0.280910944,0
Kepler-1327 b,1,1,14.88801098,0.1186,1.8,3.89,5885,1.03,1.02,0.036,4.42,0.28078706,0
Kepler-758 e,1,4,8.1934719,0.0785,1.53,2.96,6228,1.42,1.16,0.563,4.19,0.280738261,0
Kepler-1123 b,1,1,4.33946454,0.0497,1.67,3.43,5500,0.9,0.93,-0.295,4.5,0.280720688,0
Kepler-10 b,1,3,0.8374907,0.01685,1.47,3.26,5708,1.06,0.91,0.055,4.34,0.28070046,0
Kepler-1165 b,1,2,9.478522,0.0914,1.55,3.02,6080,1.18,1.13,0.552,4.34,0.280668522,0
Kepler-190 b,1,2,2.019999,0.03,1.56,3.05,5106,0.8,0.86,-0.441,4.56,0.280663979,0
Kepler-338 e,1,4,9.341,0.0893,1.56,8.5,5999,1.74,1.14,0.586,4.02,0.280546149,0
Kepler-1571 b,1,1,3.38555488,0.0432,1.52,2.92,6297,1.39,1.23,0.194,4.24,0.280480902,0
Kepler-1557 b,1,1,3.74032496,0.049,1.53,2.96,6099,1.17,1.11,0.119,4.34,0.280456168,0
Kepler-194 b,1,3,2.092281,0.032,1.51,2.89,6089,1.02,1.09,0.043,4.42,0.280420308,0
Kepler-1723 b,1,1,39.75289917,0.2249,2.88,8.65,6072,1.01,0.96,0.034,4.41,0.280404729,0
Kepler-326 b,1,3,2.248329,0.032,1.52,44.6,5105,0.8,0.85,-0.157,4.56,0.280397567,0
Kepler-1830 b,1,1,56.49330139,0.3259,3.33,11.1,6160,2.05,1.44,0.631,3.98,0.280396658,0
Kepler-164 d,1,4,28.986769,0.187,2.45,6.57,5888,1.15,1.09,0.113,4.33,0.280333643,0
Kepler-319 b,1,3,4.362705,0.051,1.63,3.29,5526,0.9,0.96,-0.181,4.49,0.280226473,0
TOI-1634 b,2,1,0.989343,0.01545,1.79,4.91,3550,0.45,0.5,-1.539,4.83,0.280215371,0
Kepler-1134 b,1,1,17.13263989,0.1242,2.64,7.46,5281,0.81,0.84,-0.397,4.56,0.280199264,0
Kepler-633 b,1,2,8.50340718,0.0815,1.63,3.29,5899,1.15,1.02,0.16,4.32,0.280125482,0
Kepler-1247 b,1,1,13.71220213,0.1091,2.33,6.04,5303,0.82,0.86,-0.345,4.55,0.280119958,0
Kepler-825 b,1,2,3.77360059,0.0453,1.53,2.96,5976,1.08,1.03,0.12,4.39,0.280104313,0
Kepler-322 c,1,2,4.337234,0.051,1.67,3.43,5388,0.89,0.92,-0.288,4.5,0.280083357,0
Wolf 503 b,1,1,6.00127,0.05712,2.043,6.27,4716,0.69,0.69,-0.676,4.62,0.280010651,0
Kepler-207 c,1,3,3.071571,0.044,1.5,2.86,5920,1.59,1.04,0.534,4.13,0.279971874,0
Kepler-370 b,1,2,4.57953,0.054,1.59,3.15,5852,0.9,0.98,0.006,4.53,0.279949245,0
TOI-913 b,1,1,11.098644,,2.453,6.59,4969,0.73,0.82,-0.531,4.62,0.279935237,0
Kepler-237 c,1,2,8.103636,0.071,2.08,4.98,4861,0.72,0.7,-0.477,4.58,0.2799037,0
Kepler-342 c,1,4,26.234138,0.185,1.96,4.5,6175,1.47,1.26,0.453,4.19,0.279872634,0
Kepler-1077 b,1,1,34.3511874,0.2101,2.77,8.1,5816,1.02,1.02,0.006,4.43,0.279842022,0
Kepler-228 b,1,3,2.566546,0.038,1.53,2.96,6043,1.01,0.95,0.111,4.47,0.279721673,0
Kepler-1433 b,1,1,4.13592271,0.0516,1.56,3.05,6097,1.19,1.14,0.247,4.34,0.279675303,0
K2-86 b,1,1,8.77683,0.077,1.96,4.5,5482,0.76,0.79,-0.386,4.58,0.279665092,0
Kepler-846 b,1,1,19.80792185,0.1399,2.48,6.71,5579,0.91,0.94,-0.217,4.5,0.279648917,0
Kepler-1892 b,1,1,6.33123016,0.0633,1.837,4.03,5383,0.76,0.85,-0.301,4.6,0.279618207,0
Kepler-1997 b,1,1,26.7575866,0.1815,2.28,5.82,6215,1.05,1.11,0.132,4.44,0.279591612,0
HD 108236 b,1,5,3.795963,0.04527,1.615,3.24,5660,0.88,0.87,-0.15,4.49,0.279575537,0
Kepler-273 c,1,2,8.014927,0.073,1.98,4.58,5626,0.81,0.94,-0.341,4.51,0.279574141,0
Kepler-1542 c,1,4,2.89223021,0.0389,0.65,0.208,5564,0.99,0.94,0.07,4.41,0.279550896,0
Kepler-361 c,1,2,55.188023,0.3,2.52,6.9,6169,1.34,1.17,0.459,4.25,0.279501442,0
Kepler-828 b,1,1,0.56785714,0.0125,1.51,2.89,5039,0.77,0.81,-0.543,4.58,0.27947139,0
Kepler-1202 b,1,1,28.6851324,0.179,2.94,8.96,5834,1.04,1.03,-0.134,4.42,0.279447267,0
Kepler-1282 b,1,1,2.13194651,0.0335,1.55,3.02,5504,0.89,0.92,-0.183,4.51,0.279424388,0
HD 7924 c,1,3,15.299,0.1134,2.72,7.86,5075,0.78,0.83,-0.414,4.59,0.279256074,0
Kepler-804 b,1,2,14.37457351,0.1137,1.94,4.42,5817,1.05,1.01,0.05,4.4,0.279218631,0
Kepler-887 b,1,2,20.42228798,0.1536,1.84,4.04,6194,1.29,1.19,0.446,4.29,0.279193011,0
Kepler-118 b,1,2,7.518496,0.073,1.96,4.5,5274,1.09,0.81,-0.377,4.32,0.279169031,0
Kepler-1865 b,1,1,2.52400994,0.0344,1.577,3.11,5420,0.87,0.85,-0.329,4.49,0.279167765,0
Kepler-813 b,1,1,19.12947337,0.1439,2.14,5.22,5743,0.93,0.95,-0.071,4.48,0.279160976,0
Kepler-417 b,1,2,12.331,0.1006,2.31,11,5177,0.81,0.9,-0.411,4.57,0.2791438,0
Kepler-1451 b,1,1,35.622233,0.2101,3.35,11.2,5782,0.99,1,-0.119,4.45,0.279073512,0
Kepler-778 b,1,1,3.75574426,0.0453,1.68,3.46,5102,0.77,0.81,-0.413,4.58,0.279043963,0
Kepler-107 b,1,4,3.1800218,0.04544,1.536,3.8,5854,1.45,1.24,0.364,4.21,0.279024696,0
K2-141 b,1,2,0.2803244,0.00747,1.51,4.97,4570,0.68,0.71,-0.75,4.62,0.279022707,0
Kepler-1776 b,1,1,35.01190186,0.2124,2.612,7.33,5872,1.15,1.04,0.164,4.33,0.279003398,0
Kepler-1743 b,1,1,7.64971018,0.0822,1.599,3.18,5855,1.61,1.27,0.599,4.12,0.278971044,0
GJ 3293 c,1,4,122.6196,0.36175,4.87,21.09,3466,0.4,0.42,-1.658,4.78,0.278952107,0
HD 3167 d,1,4,8.4112,0.0763,1.92,4.33,5261,0.88,0.84,-0.27,4.47,0.278937027,0
Kepler-655 b,1,1,46.4063358,0.2559,2.71,7.8,6170,1.24,1.15,0.324,4.31,0.278914926,0
Kepler-1131 b,1,1,3.53232449,0.0459,1.59,3.15,5851,1.04,1.03,-0.028,4.42,0.278906946,0
Kepler-198 d,1,3,1.31184443,0.0229,1.53,2.96,5636,0.93,0.97,-0.109,4.49,0.278847166,0
Kepler-1932 b,1,1,0.52417702,0.0123,1.515,2.91,5278,0.82,0.91,-0.352,4.58,0.278838597,0
Kepler-1645 b,1,1,16.1779561,0.1285,1.78,3.82,5812,1.02,1.02,0.336,4.43,0.278824584,0
HD 176986 c,1,2,16.8191,0.11878,2.98,9.18,4931,0.78,0.79,-0.48,4.44,0.278715027,0
Kepler-311 b,1,3,9.176092,0.087,1.7,3.53,5905,1.19,1.08,0.193,4.31,0.278702206,0
Kepler-1346 b,1,1,3.40165668,0.044,1.58,3.12,6133,1.21,1.14,-0.008,4.33,0.278678624,0
Kepler-1207 b,1,1,13.68237119,0.1156,1.62,3.26,5909,1.06,1.06,0.638,4.41,0.278656081,0
Kepler-1059 b,1,1,3.76419105,0.044,1.73,3.64,4906,0.72,0.75,-0.52,4.61,0.278643301,0
Kepler-1511 b,1,1,23.2382792,0.1753,1.68,3.46,6064,1.29,1.17,0.838,4.28,0.278609882,0
Kepler-1823 b,1,1,21.10339928,0.1528,2.086,5,6000,1.13,1.07,0.287,4.36,0.278531825,0
Kepler-1356 b,1,1,0.63400294,0.0136,1.53,2.96,5106,0.78,0.82,-0.486,4.58,0.278501804,0
Kepler-288 b,1,3,6.097326,0.065,1.67,3.43,5918,1.09,1.03,0.056,4.35,0.278475361,0
Kepler-323 c,1,2,3.5538229,0.0458,1.57,6.8,6004,1.12,1.02,0.151,4.38,0.278389384,0
Kepler-1323 b,1,1,0.92990668,0.0191,1.52,2.92,6169,1.4,1.18,0.295,4.21,0.27836772,0
Kepler-337 b,1,2,3.292781,0.045,1.54,2.99,5684,1.76,1.05,0.481,4,0.278273626,0
Kepler-1228 b,1,1,0.57736958,0.0125,1.54,2.99,5063,0.74,0.78,-0.555,4.59,0.278266486,0
Kepler-1371 c,1,2,2.00541269,0.0274,0.64,0.196,5361,0.83,0.87,-0.198,4.55,0.278257058,0
Kepler-1969 b,1,1,6.64752007,0.0717,1.682,3.47,6046,1.01,1.11,-0.181,4.48,0.278249428,0
Kepler-1305 b,1,1,13.5630972,0.1109,1.88,4.19,5701,0.96,0.97,0.084,4.47,0.27815289,0
Kepler-1093 b,1,2,25.0824626,0.1685,1.95,4.46,6166,1.2,1.13,0.46,4.33,0.278129441,0
Kepler-1592 b,1,1,3.05710069,0.04,1.54,2.99,6213,1.28,1.18,0.507,4.29,0.278070557,0
Kepler-823 b,1,1,4.16809082,0.0507,1.57,3.09,5643,0.96,0.98,0.335,4.47,0.27804535,0
TOI-1685 b,1,1,0.6691403,0.011557,1.7,3.78,3434,0.49,0.5,-1.519,4.85,0.278044474,0
Kepler-111 b,1,2,3.341815,0.046,1.58,3.12,5952,1.16,1.17,0.195,4.38,0.278011568,0
Kepler-1241 b,1,1,18.5525701,0.1336,2.63,7.41,5261,0.8,0.84,-0.324,4.56,0.277974407,0
Kepler-300 b,1,2,10.446347,0.094,1.67,3.43,5986,0.9,1.07,0.34,4.53,0.277971792,0
Kepler-1181 b,1,2,4.89337519,0.0621,1.57,3.09,6176,1.3,1.17,0.472,4.27,0.277967414,0
Kepler-356 b,1,2,4.612696,0.057,1.57,3.09,6133,1.33,1.17,0.461,4.26,0.277930509,0
Kepler-730 c,1,2,2.85188338,0.03997,1.569,3.09,5620,1.41,1.05,0.236,4.16,0.277832804,0
TOI-220 b,1,1,10.695264,0.08911,3.03,13.8,5298,0.86,0.83,-0.267,4.37,0.27782469,0
Kepler-990 c,1,2,0.53835431,0.0127,1.53,2.96,5948,1.08,1.05,-0.05,4.39,0.277791837,0
K2-291 b,1,1,2.225177,0.03261,1.589,6.49,5520,0.9,0.93,-0.166,4.5,0.277783538,0
Kepler-1884 b,1,1,8.98832035,0.0845,1.814,3.95,5984,0.91,0.99,0.277,4.52,0.277764923,0
Kepler-1330 b,1,1,10.10769068,0.0889,1.65,3.36,5608,0.94,0.97,0.426,4.48,0.277705195,0
Kepler-1555 b,1,1,8.10501635,0.0805,1.61,3.22,5866,1.06,1.04,0.389,4.4,0.277704556,0
Kepler-1174 b,1,1,6.89225223,0.0732,1.59,3.15,5936,1.04,1.04,0.555,4.42,0.277696017,0
Kepler-1530 b,1,3,2.5904434,0.0371,1.64,3.33,5477,0.88,0.92,-0.311,4.52,0.27768092,0
Kepler-209 b,1,2,16.087845,0.122,2.26,5.73,5513,0.94,0.93,-0.129,4.47,0.277673357,0
Kepler-1073 c,1,3,4.02582254,0.0483,1.64,3.33,5792,1,1,-0.01,4.44,0.277629185,0
Kepler-945 b,1,1,31.0033814,0.2037,2.63,7.41,5718,0.97,0.97,0.024,4.46,0.277592043,0
Kepler-179 b,1,2,2.735926,0.036,1.64,3.33,5302,0.76,0.84,-0.278,4.61,0.277583314,0
Kepler-107 c,1,4,4.901452,0.06064,1.597,10,5854,1.45,1.24,0.364,4.21,0.277558768,0
Kepler-1600 c,1,2,7.29804993,0.0689,1.942,4.43,5119,0.83,0.82,-0.339,4.51,0.277557253,0
Kepler-561 b,1,2,58.3620495,0.2918,6.96,38.7,5646,0.94,0.96,-0.18,4.48,0.277522846,0
Kepler-58 e,1,4,4.45814897,0.0533,1.61,3.22,6100,1.08,1.02,-0.004,4.38,0.277490949,0
