pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_lum,st_logg,ESI,isHabitable
Kepler-279 c,1,3,35.736,0.2236,4.3,49.4,6689.45,1.07,1.1,0.519,4.42,0.193417715,0
Kepler-411 c,2,4,7.834435,0.0739,4.421,26.4,4906,0.82,0.87,-0.579,4.6,0.193408933,0
Kepler-812 b,1,1,10.11716531,0.1024,3.55,12.3,6761,1.71,1.45,0.752,4.13,0.19337976,0
Kepler-1733 b,1,1,9.22957993,0.0933,3.636,12.8,6320,1.25,1.27,0.43,4.35,0.193046693,0
Kepler-913 c,1,2,5.93911982,0.0699,3.858,14.2,6068,1.8,1.29,-0.282,4.04,0.192922719,0
Kepler-608 b,1,1,6.41251504,0.0685,3.64,12.9,5820,1.01,1,0.041,4.43,0.192605349,0
Kepler-33 f,1,5,41.02902,0.2535,4.46,9.6,5904,1.82,1.29,0.556,4.03,0.192457073,0
TOI-421 c,2,2,16.06819,0.1189,5.09,16.42,5325,0.87,0.85,-0.268,4.49,0.192447408,0
Kepler-715 b,1,1,10.00652995,0.0933,3.75,13.5,5871,1.04,1.04,0.165,4.42,0.19203467,0
Kepler-565 b,1,1,4.24374723,0.0501,3.64,12.9,5735,0.95,0.98,-0.055,4.47,0.191970006,0
Kepler-511 c,1,2,26.62949944,0.1722,4.21,16.5,5866,1.42,0.96,0.498,4.12,0.191751465,0
TOI-2196 b,1,1,1.1947268,0.02234,3.51,26,5634,1.04,1.03,-0.004,4.42,0.191600468,0
Kepler-1799 b,1,1,11.9296999,0.1028,4.128,15.9,5831,0.92,1.02,0.314,4.52,0.191105855,0
HD 56414 b,1,1,29.04992,0.229,3.71,13.3,8500,1.75,1.89,1.158,4.26,0.190752884,0
Kepler-1668 b,1,1,15.434,0.124,4.348,17.4,5542,1.02,0.98,-0.056,4.41,0.190649207,0
Kepler-584 b,1,1,35.1810304,0.2281,4.21,16.5,6195,1.24,1.17,0.52,4.31,0.19044113,0
Kepler-145 c,1,2,42.882,0.2578,4.32,79.4,6022,1.85,1.32,0.692,4.02,0.190181365,0
K2-63 c,1,2,25.4556,0.189,3.9,14.5,6771,1.63,1.4,0.219,4.15,0.190104605,0
Kepler-119 b,1,2,2.422082,0.035,3.6,12.6,5595,0.84,0.92,-0.037,4.57,0.190002263,0
Kepler-1314 b,1,1,5.42474928,0.0504,5.11,22.9,4188,0.59,0.6,-1.891,4.68,0.189982365,0
Kepler-729 b,1,1,3.16635371,0.0432,3.58,12.5,5633,0.91,0.94,0.261,4.5,0.189955573,0
TOI-672 b,1,1,3.633575,,5.26,24.1,3765,0.54,0.54,-1.321,4.7,0.189782391,0
Kepler-278 b,1,2,30.160546,0.207,4.07,15.6,4991,2.94,1.08,0.62,3.62,0.18966342,0
Kepler-254 b,1,3,5.826662,0.064,3.87,14.3,5957,0.91,0.93,-0.125,4.52,0.188150327,0
Kepler-1065 b,1,2,3.60930891,0.0455,3.73,13.4,5635,0.93,0.94,-0.116,4.49,0.187522087,0
Kepler-228 d,1,3,11.094286,0.101,4.04,15.4,6043,1.01,0.95,0.111,4.47,0.18745861,0
Kepler-31 c,1,3,42.6318,0.26,5.3,1493.7,6340,1.22,1.21,0.301,4.7,0.186768868,0
Kepler-281 c,1,3,36.337373,0.215,5.31,24.4,5723,0.9,0.95,0.146,4.53,0.186615541,0
Kepler-636 b,2,1,16.08066115,0.1185,4.45,18.1,5203,0.8,0.85,-0.374,4.56,0.186599855,0
Kepler-234 b,1,2,2.711506,0.04,3.7,13.2,6224,1.11,1.11,0.24,4.42,0.186173898,0
Kepler-222 c,1,3,10.08881,0.091,4.64,19.4,5433,0.87,0.88,-0.338,4.55,0.184989189,0
Kepler-618 d,1,3,11.67894236,0.1021,4.17,16.2,6122,0.96,1.04,-0.04,4.49,0.18497292,0
HD 106315 c,1,2,21.05704,0.1536,4.35,15.2,6327,1.3,1.09,0.395,4.25,0.184955352,0
TOI-942 b,3,2,4.32421,0.04866,3.89,826.358,4969,0.89,0.82,-0.359,4.31,0.184920827,0
TOI-1272 b,1,2,3.31599,0.0412,4.14,24.6,4985,0.79,0.85,-0.438,4.55,0.184815987,0
Kepler-550 b,1,1,8.60010411,0.0747,4.42,17.9,5322,0.83,0.87,-0.384,4.55,0.18449052,0
TOI-674 b,1,1,1.977143,0.025,5.25,23.6,3514,0.42,0.42,-1.614,4.81,0.184473006,0
K2-353 b,1,1,15.466805,,5.55,26.3,5698,0.99,0.87,-0.076,4.38,0.184327896,0
TOI-530 b,1,1,6.387597,0.052,9.303,127.13136,3659,0.54,0.53,-1.31,4.7,0.184124948,0
TOI-813 b,1,1,83.8911,0.423,6.71,36.4,5907,1.94,1.32,0.619,3.86,0.181981644,0
EPIC 211945201 b,1,1,19.49221,0.1493,5.76,27,6069,1.39,1.17,0.373,4.22,0.181805843,0
K2-79 b,1,1,10.9947,0.0988,4.09,9.2,5897,1.27,1.07,0.018,4.25,0.181798565,0
Kepler-610 b,1,2,6.99692655,0.0719,4.19,16.3,5943,1.13,1.1,-0.11,4.37,0.181649211,0
TOI-2525 b,1,2,23.2856,0.1511,8.676,26.69759,5096,0.79,0.85,-0.44,4.58,0.181548618,0
Kepler-552 b,1,1,5.26341577,0.0612,3.95,14.8,5863,1.04,1.03,0.063,4.42,0.181428865,0
Kepler-1993 b,1,1,26.6565737,0.1943,4.15,16.1,5159,3.06,1.37,0.778,3.6,0.181424912,0
HAT-P-11 b,1,2,4.88780244,0.05254,4.36,26.69772,4780,0.68,0.81,-0.567,4.66,0.181352697,0
Kepler-637 b,1,1,23.20584623,0.1867,4.75,20.2,6096,2.56,1.64,0.382,3.84,0.180387614,0
HATS-59 c,1,2,1422,2.504,12.3,4036.441,5670,1.04,1.04,-0.004,4.42,0.17983285,0
K2-100 b,1,1,1.6739035,0.0301,3.88,21.8,5945,1.24,1.15,0.25,4.33,0.179800425,0
Kepler-473 b,1,1,14.55731705,0.1186,4.08,15.6,5816,1.34,1.06,0.525,4.21,0.179793163,0
Kepler-1747 b,1,1,6.23031998,0.066,4.265,16.8,5477,0.86,0.98,-0.205,4.56,0.179642502,0
Kepler-1719 b,1,1,6.14955998,0.0674,3.95,14.8,5687,1.78,1.08,0.526,3.97,0.179385001,0
Kepler-667 b,1,1,41.43962808,0.2288,4.73,20.1,5327,0.87,0.91,0.557,4.53,0.17819061,0
TOI-4010 d,1,4,14.70886,0.113,6.18,38.15,4960,0.83,0.88,-0.4,4.54,0.177069267,0
Kepler-590 b,1,1,5.85296257,0.0647,4.02,15.2,6000,1.15,1.1,0.477,4.35,0.176901875,0
Kepler-468 b,1,1,38.47875707,0.2213,13.34,,5498,0.87,0.96,-0.286,4.54,0.176852091,0
Kepler-4 b,1,1,3.21346,0.0456,4.002,24.472,5857,1.49,1.22,0.354,4.17,0.17664397,0
Kepler-1730 b,1,1,13.81019974,0.1131,4.485,18.4,5942,1.14,1.01,0.075,4.33,0.176301119,0
Kepler-9 c,1,3,38.9853,0.227,8.08,29.9,5774,0.96,1.02,-0.038,4.49,0.176184717,0
K2-27 b,3,1,6.771315,0.06702,4.48,30.9,5248,0.89,0.87,-0.27,4.48,0.176160666,0
TOI-1728 b,1,1,3.49151,0.0391,5.05,26.78,3980,0.62,0.65,-1.056,4.66,0.175927101,0
KOI-984 b,1,2,4.2881785,0.0504,4.3,17.1,5295,0.82,0.93,-0.324,4.54,0.175717097,0
Kepler-458 c,1,2,20.74028413,0.154,4.2,16.4,6117.21,2.22,1.15,0.792,3.81,0.175552094,0
Kepler-697 b,1,1,3.70987065,0.0471,4.13,16,5513,0.88,0.92,-0.025,4.52,0.175134976,0
Kepler-489 b,1,1,17.27629612,0.1209,7.72,46.1,5014,0.76,0.82,-0.518,4.59,0.174907315,0
Kepler-959 b,1,1,14.80074836,0.1633,4.38,17.6,7005,2.01,1.6,0.738,4.04,0.174647733,0
HD 164922 b,1,4,1207,2.16,13.3,116,5390,0.95,0.93,-0.149,4.46,0.174370591,0
Kepler-815 b,1,1,8.57503552,0.0888,4.11,15.8,5028,3.42,1.25,0.857,3.46,0.173906099,0
Kepler-118 c,1,2,20.17202,0.141,7.68,45.7,5274,1.09,0.81,-0.377,4.32,0.173115854,0
Kepler-223 e,1,4,19.72567,0.1455,4.6,4.8,5803,1.72,1.12,0.371,4.46,0.17269502,0
KOI-94 c,2,4,10.423648,0.1013,4.32,15.6,6182,1.52,1.28,0.479,4.18,0.17254646,0
Kepler-1755 b,1,1,24.81209946,0.1668,5.917,29.4,6086,0.92,1,0.274,4.51,0.172382867,0
Kepler-501 b,1,2,5.64067757,0.0627,4.3,17.1,5904,1.04,1.03,0.216,4.42,0.172031402,0
KOI-94 e,2,4,54.32031,0.3046,6.56,35,6182,1.52,1.28,0.479,4.18,0.17135713,0
TOI-2338 b,1,1,22.65398,0.158,11.209,1900.61387,5581,1.05,0.99,-0.013,4.4,0.171346953,0
K2-405 b,1,1,3.435471,,4.569,18.9,4927,0.77,1.03,-0.488,4.69,0.171068978,0
K2-24 c,1,2,42.3391,0.247,7.5,15.4,5625,1.16,1.07,0.158,4.29,0.170241596,0
TOI-3235 b,1,1,2.59261842,0.02709,11.4,211.35589,3388.8,0.37,0.39,-1.79,4.9,0.169840717,0
Kepler-554 b,1,1,1.90220856,0.0293,4.29,17,5447,0.92,0.93,-0.118,4.49,0.169153138,0
Kepler-1989 b,1,1,10.16102353,0.0918,4.62,19.3,6032,1.06,1,0.279,4.39,0.169029175,0
Kepler-562 b,1,1,18.00931444,0.1333,5.21,23.7,5575,0.9,0.93,0.016,4.5,0.168724013,0
TOI-4010 e,1,4,762,1.57,13.3,692,4960,0.83,0.88,-0.4,4.54,0.168684091,0
K2-24 b,1,2,20.88977,0.154,5.4,19,5625,1.16,1.07,0.158,4.29,0.167521411,0
Kepler-553 b,1,2,4.03046804,0.0484,4.63,19.4,5266,0.85,0.92,-0.261,4.55,0.166295643,0
HD 80869 b,1,1,1752.92067,2.905,12.8,1609.80088,5837,1.06,1.06,0.4,4.18,0.165475483,0
Kepler-972 b,1,1,7.03932553,0.0734,4.65,19.5,6146,1.22,1.15,0.191,4.33,0.164201307,0
K2-32 b,2,4,8.992,0.0795,5.299,15,5271,0.86,0.83,-0.296,4.49,0.163902289,0
HD 219666 b,1,1,6.03607,0.06356,4.71,16.6,5527,1.03,0.92,-0.028,4.4,0.163893018,0
Kepler-740 b,1,1,3.58410122,0.0462,4.57,18.9,5438,0.87,0.91,-0.123,4.52,0.163848688,0
Kepler-818 b,1,1,10.03538581,0.0886,5.11,22.9,5638,0.92,0.94,-0.124,4.49,0.163371877,0
Kepler-564 b,1,1,3.75083228,0.0484,4.63,19.4,5626,0.92,0.95,-0.064,4.49,0.162792598,0
Kepler-318 b,1,2,4.662715,0.056,4.71,19.9,5746,1.19,1.02,0.004,4.33,0.161563874,0
TOI-1136 d,1,6,12.51937,,4.627,19.3,5770,0.97,1.02,-0.021,4.47,0.161305269,0
K2-390 b,1,1,3.312792,,4.662,19.6,5558,0.97,0.79,-0.099,4.37,0.161278898,0
Kepler-678 b,1,1,7.27503724,0.0732,5.14,23.1,5520,0.91,0.94,0.449,4.5,0.160995339,0
HD 74698 b,1,2,15.017,0.121,5.12,23,5783,1.33,1.04,0.253,4.12,0.160385488,0
Kepler-418 c,1,2,12.21829987,0.1024,5.221,23.7,5822,1.08,0.96,0.111,4.35,0.159174896,0
Kepler-105 b,1,2,5.4122,0.066,4.81,5.1,6397,1.58,1.28,0.607,4.15,0.159099279,0
TOI-216.02,1,2,17.16073,0.1293,8,18.75188,5026,0.75,0.77,-0.442,4.66,0.158807688,0
TOI-5174 b,1,1,12.214286,,5.351,24.8,5643.77,1.09,1,0.039,4.36,0.158327809,0
Kepler-891 b,1,1,53.44945593,0.2881,6.41,33.6,5887,1.07,1.06,0.588,4.41,0.158145258,0
Kepler-502 b,1,1,4.28686431,0.0535,4.77,20.4,6125,1.22,1.15,0.349,4.33,0.157209692,0
Kepler-1640 b,1,1,7.5844126,0.0836,4.82,20.7,6324,1.43,1.27,0.47,4.23,0.157169685,0
LTT 9779 b,1,1,0.792052,0.01679,4.72,29.32,5443,0.95,0.77,-0.149,4.35,0.157110153,0
Kepler-79 d,1,4,52.0902,0.287,7.16,6,6174,1.3,1.17,0.342,4.27,0.156992496,0
Kepler-31 b,1,3,20.8613,0.16,5.5,25.9,6340,1.22,1.21,0.301,4.7,0.156938459,0
Kepler-669 b,1,1,4.12554687,0.0529,4.83,20.8,6038,1.2,1.15,0.358,4.34,0.155898105,0
Kepler-33 d,1,5,21.77596,0.1662,5.35,3.91,5904,1.82,1.29,0.556,4.03,0.155542035,0
TOI-1710 b,1,1,24.283429,0.16,5.34,28.3,5665,0.97,0.98,-0.05,4.46,0.154298941,0
Kepler-223 d,1,4,14.78869,0.1201,5.24,8,5803,1.72,1.12,0.371,4.46,0.154058104,0
Kepler-238 e,1,5,23.654,0.1658,5.6,169.7,5732,0.96,1.06,0.43,4.49,0.153840227,0
K2-141 c,1,2,7.7485,0.0683,7,8,4570,0.68,0.71,-0.75,4.62,0.15369138,0
Kepler-706 b,1,1,41.40831347,0.2162,13.17,,5394,0.84,0.87,-0.218,4.54,0.153613197,0
TOI-5238 b,1,1,4.872171,,5.22,23.7,5631,1.02,1,-0.023,4.42,0.153566322,0
Kepler-25 c,2,3,12.7207,0.1101,5.217,15.2,6354,1.32,1.17,0.422,4.29,0.153087301,0
Kepler-257 c,1,3,6.581484,0.066,5.41,25.2,5180,1.04,0.85,-0.378,4.36,0.1526877,0
Kepler-18 c,1,3,7.64159,0.0752,5.49,17.3,5345,1.11,0.97,-0.031,4.31,0.152541413,0
Kepler-957 b,1,1,5.90741354,0.0559,5.5,25.9,4963,0.75,0.81,-0.468,4.6,0.15246209,0
Kepler-177 c,1,2,49.40926,0.2655,8.73,14.7,5732,1.32,0.92,0.24,4.1,0.152041669,0
K2-98 b,1,1,10.136448,0.0974,5.2,32.2,6172,1.57,1.2,0.504,4.13,0.151600384,0
TOI-532 b,1,1,2.3266508,0.0296,5.82,61.5,3927,0.61,0.64,-1.095,4.67,0.150508138,0
Kepler-495 b,1,2,3.41303622,0.0427,5.23,23.8,5346,0.83,0.86,-0.237,4.55,0.15041276,0
HATS-71 b,1,1,3.7955202,0.03745,11.478,117.5971,3405,0.48,0.49,-1.56,4.77,0.150087312,0
DS Tuc A b,2,1,8.138268,,5.7,413.179,5428,0.96,1.01,-0.14,4.6,0.149653836,0
TOI-1694 b,1,2,3.77015,,5.44,26.1,5066.4,0.82,0.84,-0.404,4.53,0.149166022,0
Kepler-1984 b,1,1,1.99281234,0.0238,6.81,37.3,3638,0.42,0.45,-1.55,4.84,0.149156546,0
V1298 Tau c,3,4,8.24958,0.0825,5.59,76.27882,5050,1.34,1.1,-0.02,4.25,0.148964189,0
TOI-1288 b,1,2,2.699835,0.0429,5.24,42,5225,1.01,0.89,-0.167,4.24,0.147732524,0
TOI-2525 c,1,2,49.2519,0.249,10.133,208.81326,5096,0.79,0.85,-0.44,4.58,0.147549759,0
HD 17156 b,1,1,21.21663,0.16278,12.33,1115.5833,6040,1.55,1.41,0.39,4.2,0.147404468,0
WASP-156 b,1,1,3.836169,0.0453,5.717,40.68224,4910,0.76,0.84,-0.435,4.6,0.146328897,0
TOI-4010 c,1,4,5.414654,0.058,5.93,20.31,4960,0.83,0.88,-0.4,4.54,0.145996913,0
K2-108 b,1,1,4.733999,0.0581,5.33,59.4,5599,1.76,1.17,0.405,4.02,0.145366274,0
Kepler-18 d,1,3,14.85888,0.1172,6.98,16.4,5345,1.11,0.97,-0.031,4.31,0.145016015,0
Kepler-450 b,1,3,28.454851,0.1993,6.14,19.4,6197.21,1.64,1.19,0.554,4.08,0.144968897,0
Kepler-677 b,1,1,6.57531678,0.067,5.38,25,5723,0.99,1,0.39,4.45,0.144612864,0
Kepler-63 b,1,1,9.4341505,0.08,6.11,120,5576,0.9,0.98,-0.157,4.52,0.144505806,0
Kepler-516 b,1,1,24.85462415,0.1992,5.74,27.9,7099,2.02,1.62,0.798,4.04,0.144465795,0
Kepler-167 e,2,4,1071.23205,1.883,10.16,321.00669,4884,0.75,0.78,-0.539,4.58,0.144443353,0
HAT-P-54 b,1,1,3.799847,0.04117,10.581,241.5508,4390,0.62,0.65,-0.902,4.67,0.143636124,0
K2-333 b,1,1,14.759287,,6.18,31.6,5880,1.22,1.06,0.165,4.29,0.143093917,0
Kepler-122 c,1,5,12.465988,0.108,5.87,29,6050,1.22,1.08,0.27,4.3,0.14292395,0
V1298 Tau d,3,4,12.4032,0.1083,6.41,98.52681,5050,1.34,1.1,-0.02,4.25,0.142388883,0
Kepler-890 b,1,1,52.75875577,0.2944,8.89,58.6,5954,1.13,1.09,0.327,4.37,0.142228925,0
K2-334 b,1,1,5.113981,,5.65,27.2,6502,1.49,1.36,0.514,4.22,0.141539902,0
HD 95544 b,1,1,2041.54152,3.166,12.8,1913.64484,5722,1.09,1.01,0.478,4.07,0.140900644,0
Kepler-522 b,1,1,38.58422849,0.2551,6.91,38.2,6392,1.98,1.54,0.655,4.04,0.140781429,0
Kepler-690 b,1,1,7.74809437,0.081,5.95,29.6,5913,1.16,1.11,0.141,4.35,0.138768424,0
TOI-3629 b,1,1,3.936551,0.043,8.295,82.63539,3870,0.6,0.63,-1.2,4.67,0.138134393,0
CoRoTID 223977153 b,1,1,6.71837,0.071,6.389,47.6745,5970,0.79,1.08,-0.155,4.67,0.136405389,0
Kepler-1520 b,1,1,0.65355357,0.0129,5.77,28.1,4677,0.71,0.76,-0.673,4.61,0.136390122,0
Kepler-101 b,1,2,3.4876812,0.0474,5.77,51.1,5667,1.56,1.17,0.42,4.12,0.136272015,0
NGTS-11 b,1,1,35.45533,0.201,9.158,109.33352,5050,0.83,0.86,-0.395,4.5,0.135852057,0
K2-45 b,1,1,1.7292684,0.0224,6.71,36.4,4103,0.45,0.5,-0.74,4.82,0.135275908,0
WASP-59 b,1,1,7.919585,0.0697,8.687,274.276,4650,0.61,0.72,-0.794,4.72,0.135051137,0
TOI-2589 b,1,1,61.6277,0.3,12.106,1112.39942,5579,1.07,0.93,-0.004,4.35,0.135015385,0
K2-19 b,1,3,7.9222,0.074,7,32.4,5322,0.82,0.88,-0.292,4.51,0.133308742,0
HATS-7 b,1,1,3.185315,0.04012,6.311,38.1396,4985,0.82,0.85,-0.434,4.54,0.133306027,0
Kepler-494 b,1,1,8.02511821,0.0804,7.14,40.4,6007,1.26,1.1,0.271,4.28,0.133280986,0
TOI-837 b,1,1,8.3248762,,8.631,381.396,6047,1.02,1.12,0.041,4.47,0.133154427,0
K2-271 b,1,1,8.562421,0.077,7.28,41.8,5644,0.99,0.83,-0.05,4.37,0.132790353,0
HATS-72 b,1,1,7.3279474,0.066517,8.097,39.85588,4656.1,0.72,0.73,-0.659,4.59,0.132643005,0
TOI-4127 b,1,1,56.39879,0.3081,12.285,731.00534,6096,1.29,1.23,0.316,4.26,0.132612002,0
TOI-2498 b,1,1,3.738252,0.0491,6.06,34.62,5905,1.26,1.12,0.271,4.3,0.132009115,0
Kepler-497 b,1,1,3.57320367,0.0457,6.04,30.4,5834,1.11,1.09,0.252,4.39,0.13174986,0
TOI-181 b,1,1,4.532,0.0539,6.956,46.1687,4994,0.74,0.82,-0.526,4.61,0.131477048,0
Kepler-9 b,1,3,19.23891,0.143,8.29,43.4,5774,0.96,1.02,-0.038,4.49,0.131376937,0
Kepler-696 b,1,1,4.19042557,0.0535,6.14,31.3,5903,1.08,1.06,0.151,4.39,0.131288983,0
K2-399 b,1,1,0.759978,,6.049,30.5,5690,1.54,0.78,0.415,3.96,0.1303787,0
Kepler-693 b,2,1,15.37563332,0.1121,10.18,73.8,4881,0.72,0.76,-0.427,4.61,0.129351152,0
K2-329 b,1,1,12.4551225,0.1016,8.676,82.6358,5282,0.82,0.9,-0.325,4.57,0.129082245,0
HD 74698 c,1,2,3449,4.5,14,126,5783,1.33,1.04,0.253,4.12,0.128680498,0
Kepler-673 b,1,1,3.72873109,0.0455,6.54,34.8,5355,0.84,0.88,-0.344,4.54,0.128620425,0
Kepler-108 b,2,2,49.183921,0.292,8.65,56,5854,2.19,1.25,0.707,3.9,0.128244289,0
K2-39 b,1,1,4.60543,0.05708,6.277,28.6047,4881,2.97,0.66,0.674,3.44,0.127689146,0
Kepler-1004 b,1,1,5.28789787,0.0671,6.28,32.5,4972,3.39,1.11,0.713,3.43,0.127461188,0
K2-121 b,1,1,5.1857539,0.0629,7.52,44.1,4690,0.67,0.69,-0.745,4.63,0.126329034,0
K2-87 b,1,1,9.726618,0.094,7.6,44.9,5747,1.4,1.16,-0.098,4.21,0.126237237,0
HATS-37 A b,2,1,4.3315366,0.04913,6.793,31.46517,5326,0.88,0.84,-0.256,4.48,0.125597022,0
Kepler-56 b,1,3,10.5016,0.1028,6.51,22.1,4840,4.23,1.32,0.905,3.31,0.124878405,0
HD 62364 b,1,2,5138,6.15,12.1,5965.6392,6255,1.4,1.16,0.433,4.14,0.124823099,0
V1298 Tau b,3,4,24.1396,0.1688,10.27,203.41018,5050,1.34,1.1,-0.02,4.25,0.124656777,0
HAT-P-26 b,1,1,4.23452,0.0479,7.062,22.2481,5079,0.87,1.12,-0.359,4.56,0.123529915,0
WASP-84 b,1,1,8.5234865,0.0771,10.559,220.565,5314,0.75,0.84,-0.325,4.4,0.122897278,0
TOI-257 b,1,1,18.38818,0.1528,7.163,43.86032,6095,1.87,1.41,0.636,4.04,0.122170906,0
TOI-1670 c,1,2,40.74976,0.249,11.063,200.2319,6170,1.32,1.21,0.4,4.29,0.122127372,0
HATS-38 b,1,1,4.375021,0.05036,6.882,23.51942,5732,1.1,0.89,0.072,4.3,0.121008195,0
WASP-107 b,1,2,5.7214742,0.055,10.536,30.5,4425,0.67,0.68,-0.879,4.63,0.120642377,0
TOI-1130 c,1,2,8.350381,0.07098,16.814,309.56642,4250,0.69,0.68,-0.854,4.6,0.120024883,0
WASP-148 b,1,2,8.803809,0.08215,8.474,91.21675,5555,0.91,0.95,-0.139,4.5,0.119602185,0
WASP-166 b,1,1,5.44354,0.0641,7.062,32.10083,6050,1.22,1.19,0.283,4.34,0.118781793,0
K2-114 b,1,1,11.3909311,0.0943,10.447,638.8351,4920,0.82,0.86,-0.445,4.54,0.118580854,0
Kepler-419 b,1,2,69.7546,0.37,10.8,794.5,6430,1.74,1.39,0.727,4.1,0.118440926,0
Kepler-546 b,1,1,4.14702026,0.0502,7,39.1,5967,1.15,1.11,0.271,4.36,0.118341718,0
HATS-17 b,1,1,16.254611,0.1308,8.709,425.25654,5846,1.09,1.13,0.093,4.42,0.117308469,0
HATS-49 b,1,1,4.1480467,0.04515,8.575,112.19399,4405,0.7,0.71,-0.785,4.6,0.116699783,0
HD 89345 b,1,1,11.8143,0.1066,7.398,34.9613,5576,1.75,1.16,0.425,4.02,0.116581733,0
Kepler-682 b,1,1,12.61190667,0.1058,7.37,42.6,5559,0.89,0.92,0.48,4.51,0.116379249,0
K2-115 b,1,1,20.272615,0.143,12.06,266.9772,5657,0.88,0.95,-0.145,4.53,0.115334167,0
HD 115954 b,1,1,3700,5,12.6,2685.65004,5957,1.21,1.18,0.481,4.15,0.115199204,0
K2-127 b,1,1,3.588163,0.0411,8.37,52.9,4575,0.66,0.72,-0.254,4.65,0.114444829,0
WASP-132 b,1,2,7.133514,0.067,10.05,130.3103,4714,0.75,0.78,-0.597,4.58,0.11422399,0
Kepler-117 b,1,2,18.7959228,0.1445,8.059,29.875,6150,1.61,1.13,0.538,4.1,0.113088268,0
Kepler-816 b,1,1,10.50682565,0.0895,10.24,74.5,5286,0.85,0.9,-0.374,4.54,0.112958238,0
TOI-2000 c,1,2,9.127055,0.0878,8.14,81.7,5611,1.13,1.08,0.06,4.36,0.11276659,0
TOI-201 b,1,1,52.97818,0.3,11.299,133.4886,6394,1.32,1.32,0.415,4.32,0.112025184,0
HATS-75 b,1,1,2.7886556,0.032742,9.909,156.05375,3790.4,0.58,0.6,-1.197,4.68,0.11141847,0
Kepler-1487 c,1,2,35.8007112,0.2588,7.97,48.7,5745,3.96,1.8,0.557,3.5,0.111136885,0
TOI-2202 b,1,2,11.9101,0.09564,11.321,310.83618,5144,0.79,0.82,-0.401,4.55,0.110614425,0
WASP-29 b,1,1,3.92273,0.0457,8.631,73.1009,4800,0.79,0.77,-0.525,4.5,0.110035413,0
TOI-1268 b,1,1,8.1577094,0.0711,9.1,96.4,5300,0.92,0.96,-0.288,4.55,0.109817614,0
Kepler-702 b,1,1,10.52629406,0.088,9.17,61.8,5419,0.86,0.9,-0.159,4.53,0.109505141,0
K2-60 b,1,1,3.00265,0.045,7.656,135.39558,5500,1.12,0.97,0.282,4.07,0.109270838,0
HD 221416 b,1,1,14.2767,0.1228,9.17,60.5,5080,2.94,1.21,0.712,3.58,0.109021327,0
HATS-6 b,1,1,3.3252725,0.03623,11.187,101.38777,3724,0.57,0.57,-1.1,4.68,0.108363481,0
WASP-139 b,2,1,5.924262,0.062,8.967,37.18611,5310,0.8,0.92,-0.345,4.59,0.10701591,0
TOI-3362 b,1,1,18.09547,0.153,12.801,1598.35906,6532,1.83,1.45,0.739,4.07,0.106970086,0
Kepler-703 b,1,1,4.58352176,0.0535,8.2,51.1,6185,1.27,1.18,0.067,4.29,0.106134415,0
Kepler-628 b,1,1,15.4580567,0.1241,8.4,53.2,5721,1.28,1,0.604,4.22,0.105790987,0
HATS-48 A b,2,1,3.1316666,0.03769,8.967,77.23269,4546,0.72,0.73,-0.709,4.59,0.105531392,0
Kepler-117 c,1,2,50.790391,0.2804,12.341,584.78,6150,1.61,1.13,0.538,4.1,0.105389591,0
Kepler-719 b,1,1,5.00731778,0.0556,8.52,54.5,5777,0.98,0.99,0.448,4.45,0.105293978,0
TOI-677 b,1,1,11.2366,0.1038,13.115,392.83788,6295,1.28,1.18,0.312,4.29,0.105030136,0
TOI-5205 b,1,1,1.630757,0.0199,11.6,343,3430,0.39,0.39,-1.712,4.84,0.104858447,0
rho CrB b,1,2,39.8458,0.2196,13.8,332.1,5627,1.36,0.89,0.232,4.12,0.104812162,0
Kepler-487 b,1,3,15.3587684,0.1157,11.42,,5444,0.88,0.91,-0.173,4.51,0.104590685,0
TOI-2364 b,1,1,4.0197517,0.04871,8.608,71.51139,5306,0.89,0.95,-0.252,4.52,0.104371199,0
Kepler-855 b,1,1,7.8866311,0.0762,8.35,52.7,5835,1.03,1.03,0.333,4.42,0.104287677,0
TOI-1811 b,1,1,3.7130765,0.04389,11.142,308.92921,4766,0.77,0.82,-0.56,4.58,0.104178112,0
TOI-3714 b,2,1,2.154849,0.027,11.321,222.47988,3660,0.51,0.53,-1.438,4.75,0.103958315,0
Kepler-720 b,1,1,4.70832654,0.0539,8.41,53.4,5618,0.92,0.95,0.032,4.49,0.103887083,0
HD 332231 b,1,1,18.71204,0.1436,9.718,77.55052,6089,1.28,1.13,0.305,4.28,0.103444104,0
TOI-5153 b,1,1,20.33003,0.158,11.882,1036.12061,6300,1.4,1.24,0.464,4.3,0.1029102,0
TOI-4406 b,1,1,30.08364,0.201,11.209,95.34852,6219,1.29,1.19,0.362,4.29,0.102889331,0
TOI-519 b,1,1,1.2652328,0.0159,11.545,147.15455,3322,0.35,0.34,-1.851,4.87,0.102606891,0
TOI-4582 b,1,1,31.034,,10.536,168.44906,5190,2.5,1.34,0.612,3.77,0.102302901,0
Kepler-45 b,1,1,2.455239,0.03,10.76,160.497,3820,0.55,0.59,-1.276,4.7,0.102158304,0
HD 149026 b,1,1,2.87589,0.04364,8.295,120.7754,6179,1.41,1.42,0.48,4.37,0.102111615,0
