pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,ESI,isHabitable
Kepler-209 c,41.749882,0.231,3.1,9.8,0.94,0.93,-0.129,0.317226075,0
Kepler-1570 b,26.548955,0.1784,1.07,1.24,0.89,0.92,0.414,0.317207359,0
Kepler-530 b,39.30941904,0.2212,3.01,9.32,0.89,0.97,-0.132,0.317087736,0
Kepler-1265 b,6.49441289,0.0612,1.35,2.39,0.69,0.71,-0.7,0.317066916,0
K2-14 b,8.36802,0.0627,4.81,20.7,0.45,0.47,-0.968,0.31698438,0
Kepler-662 b,21.67697486,0.1408,2.18,5.39,0.74,0.79,-0.356,0.316925103,0
Kepler-857 b,85.35129427,0.3751,6.8,37.2,0.99,0.99,-0.071,0.316670903,0
Kepler-290 b,14.589347,0.11,2.25,5.69,0.74,0.8,-0.586,0.316637951,0
Kepler-415 b,4.176,0.0426,1.21,119.9,0.64,0.67,-0.805,0.316618376,0
Kepler-954 b,16.78176602,0.118,2.32,5.99,0.76,0.82,-0.572,0.316481426,0
Kepler-1243 b,16.8320729,0.1256,1.75,3.71,0.94,0.96,-0.244,0.31642447,0
Kepler-444 f,9.740486,0.0811,0.741,0.332,0.75,0.76,-0.425,0.316167597,0
K2-413 c,5.3301,0.0426,1.233,2.05,0.7,0.81,-0.833,0.316052622,0
Kepler-1504 b,82.304003,0.3704,2.13,5.18,0.81,0.85,0.468,0.316015585,0
Kepler-1541 b,8.40691199,0.0781,1.16,1.65,0.81,0.86,-0.336,0.315907428,0
Kepler-1644 b,21.0907758,0.142,1.88,4.19,0.86,0.89,-0.215,0.31581966,0
Kepler-398 b,4.081423,0.044,0.93,0.749,0.61,0.65,-0.811,0.315700075,0
K2-65 b,12.6475,0.1014,1.58,3.12,0.84,0.87,-0.328,0.315690576,0
Kepler-1194 b,16.22371307,0.1212,1.51,2.89,0.92,0.94,-0.127,0.315597774,0
K2-414 b,4.3696,0.0487,1.219,1.98,0.73,0.81,-0.705,0.315523679,0
K2-233 c,7.06005,0.06666,1.281,12.81,0.71,0.79,-0.523,0.315442739,0
Kepler-462 c,207.62,0.7584,4,6,1.57,1.59,0.926,0.315435672,0
Kepler-1481 b,5.94220998,0.059,1.23,2.04,0.75,0.8,-0.587,0.315256427,0
TOI-1693 b,1.7666957,0.0226,1.41,2.57,0.46,0.49,-1.554,0.31521292,0
Kepler-1953 b,6.24565983,0.0607,1.286,2.2,0.71,0.79,-0.63,0.315058699,0
Kepler-1980 b,33.0257179,0.2049,2.21,5.52,0.99,1.05,0.224,0.314956191,0
Kepler-11 f,46.6888,0.25,2.49,2,1.06,0.96,0.12,0.314923758,0
Kepler-1482 b,12.25383217,0.1016,1.01,1.01,0.84,0.88,-0.083,0.314790889,0
Kepler-1477 b,11.55530021,0.0911,1.18,1.76,0.78,0.81,-0.196,0.314606174,0
Kepler-397 b,22.250949,0.144,2.46,6.62,0.77,0.84,-0.376,0.314602368,0
K2-122 b,2.2193023,0.0373,1.16,1.65,0.59,0.63,-1.102,0.314574945,0
GJ 9827 c,3.648096,0.03925,1.241,1.3,0.6,0.61,-0.942,0.314545899,0
Kepler-681 b,26.39435646,0.1635,3.08,9.69,0.76,0.8,-0.457,0.314536844,0
Kepler-191 b,9.939632,0.087,1.34,2.36,0.79,0.81,-0.414,0.314468245,0
Kepler-184 c,20.303005,0.141,1.97,8.8,0.87,0.97,-0.225,0.314434389,0
Kepler-57 c,11.6092567,0.096,1.55,9.1,0.73,0.83,-0.342,0.31426608,0
Kepler-1400 b,9.06689421,0.0771,1.62,3.26,0.78,0.83,-0.578,0.314119534,0
Kepler-271 b,10.43547805,0.0881,1.23,2.04,0.87,0.9,-0.253,0.313898991,0
Kepler-1867 b,9.88735962,0.0872,1.16,1.65,0.82,0.91,0.219,0.313891964,0
Kepler-1486 b,54.6495759,0.2846,2.32,5.99,1.12,1.08,0.312,0.313767483,0
Kepler-1302 b,8.83922659,0.0795,1.43,2.63,0.82,0.86,-0.467,0.313631285,0
LHS 3844 b,0.46292913,0.00622,1.303,2.25,0.19,0.15,-2.565,0.313494537,0
Kepler-1161 b,10.71252541,0.0784,2.13,5.18,0.57,0.59,-0.653,0.31342906,0
Kepler-245 c,17.460812,0.124,2.18,225.6,0.8,0.86,-0.396,0.313383062,0
Kepler-204 c,25.660593,0.173,1.79,3.86,1.24,1.03,0.03,0.313371591,0
Kepler-215 d,30.864423,0.185,2.39,23.6,1.03,0.94,-0.117,0.313252219,0
Kepler-330 b,8.25978,0.075,1.35,2.39,0.72,0.79,-0.442,0.313101618,0
Kepler-331 b,8.457496,0.065,1.82,3.97,0.49,0.65,-0.784,0.312950005,0
Kepler-1063 b,14.07971466,0.1176,1.49,2.83,1.14,1.09,0.166,0.312849456,0
Kepler-1254 d,5.72717226,0.0575,1.31,2.27,0.75,0.78,-0.572,0.312795725,0
Kepler-1568 b,20.925392,0.1499,1.3,2.24,1.19,1.09,0.258,0.312710913,0
Kepler-169 c,6.195469,0.062,1.21,1.92,0.76,0.84,-0.496,0.312458374,0
Kepler-1596 b,66.373379,0.3237,1.9,4.27,0.92,0.95,0.431,0.312340792,0
TOI-1246 e,37.9216,0.211,3.78,14.8,0.86,0.87,-0.316,0.312133255,0
Kepler-1157 b,4.45743164,0.0448,1.09,1.32,0.71,0.76,-0.675,0.312102488,0
Kepler-1384 b,15.36262753,0.1126,1.94,4.42,0.74,0.78,-0.539,0.311986501,0
Kepler-84 f,44.552169,0.25,2.2,5.48,1.17,1.06,0.212,0.311939194,0
Kepler-1184 b,53.5991044,0.2863,2.68,7.65,1.07,1.05,0.065,0.311707668,0
Kepler-931 b,8.03755877,0.0719,1.33,2.33,0.81,0.86,-0.35,0.311649171,0
K2-275 c,8.4388385,0.0881,2.21,5.52,0.69,0.77,-0.593,0.311632905,0
Kepler-1199 b,15.0447198,0.1152,1.15,1.6,1.17,0.94,0.187,0.311612095,0
Kepler-1042 b,10.13202575,0.0756,2.19,5.43,0.72,0.75,-0.6,0.311583589,0
Kepler-901 b,3.51749439,0.0378,1.37,2.45,0.57,0.59,-0.984,0.311450822,0
Kepler-1444 b,33.42035034,0.2015,2.18,5.39,1.05,1.03,0.021,0.311441189,0
Kepler-1619 b,23.6225913,0.1611,0.76,0.363,1,1,0.326,0.311433684,0
Kepler-32 e,2.896,0.033,1.5,2.86,0.53,0.58,-1.292,0.311393648,0
Kepler-1855 b,0.72733098,0.0115,1.216,1.96,0.36,0.39,-1.295,0.311226171,0
Kepler-1280 b,66.5579057,0.38,1.87,4.16,1.32,1.2,0.679,0.311207243,0
Kepler-274 c,33.197861,0.204,1.84,4.04,1.01,1.08,0.201,0.311184783,0
Kepler-1076 b,6.14727918,0.0611,0.8,0.437,0.74,0.79,-0.557,0.311164911,0
Kepler-1358 b,7.06317341,0.0656,1.12,1.46,0.79,0.82,-0.413,0.310940541,0
Kepler-1688 b,5.62012,0.0577,1.262,2.13,0.75,0.81,-0.636,0.310556851,0
Kepler-384 b,22.597053,0.148,1.12,1.46,0.88,0.97,0.396,0.310433646,0
Kepler-1329 b,9.33646594,0.0747,2.17,5.35,0.69,0.72,-0.771,0.310343499,0
Kepler-297 b,38.871826,0.217,2.87,48.5,0.92,0.98,-0.096,0.310313913,0
K2-90 c,2.900706,0.035,1.3,2.24,0.63,0.7,-0.968,0.310126574,0
Kepler-1047 b,56.1886887,0.2939,2.09,5.02,1.13,1.08,0.424,0.309944998,0
Kepler-251 d,30.133001,0.182,2.77,8.1,0.89,0.95,-0.172,0.309944062,0
Kepler-62 b,5.714932,0.0553,1.31,9,0.64,0.69,-0.678,0.309899171,0
Kepler-1959 b,6.38669014,0.0617,1.143,1.57,0.81,0.77,-0.474,0.309854999,0
Kepler-375 b,12.125934,0.101,1.45,2.7,0.84,0.92,-0.163,0.309814199,0
Kepler-289 b,34.545,0.21,2.15,7.3,1,1.08,0.061,0.309790962,0
Kepler-339 c,6.988055,0.069,1.15,7.3,0.8,0.93,-0.313,0.309778388,0
Kepler-114 c,8.041,0.06482,1.6,2.8,0.54,0.56,-0.685,0.309659429,0
Kepler-241 b,12.718092,0.094,2.33,6.04,0.67,0.67,-0.607,0.309597374,0
Kepler-352 d,6.88727999,0.0657,0.806,0.449,0.77,0.8,-0.432,0.309562049,0
Kepler-1417 b,20.3505213,0.1431,1,0.972,1.02,1.02,0.395,0.309530163,0
K2-128 b,5.675819,0.056,1.42,2.6,0.78,0.71,-0.822,0.309336154,0
Kepler-1214 b,18.82634264,0.128,2.36,6.17,0.8,0.85,-0.419,0.309238897,0
Kepler-859 b,20.38177573,0.1345,3.09,9.75,0.77,0.81,-0.556,0.30921942,0
Kepler-1085 c,56.7771,0.3002,3.268,10.7,1.08,1.05,0.079,0.309215164,0
HD 22496 b,5.09071,0.051,2.22,5.57,0.67,0.68,-1.174,0.309174615,0
Kepler-649 b,29.90722674,0.1805,2.26,5.73,0.94,0.97,-0.044,0.309138971,0
Kepler-163 b,7.810937,0.078,1.05,1.16,0.92,0.88,-0.138,0.309132806,0
Kepler-768 b,11.3910025,0.092,1.79,3.86,0.78,0.82,-0.466,0.309125228,0
Kepler-385 d,56.4159,0.3024,2.619,7.36,1.16,1.05,0.144,0.309069455,0
Kepler-1939 b,2.7906599,0.0334,1.165,1.68,0.6,0.65,-0.808,0.308929487,0
Kepler-165 c,15.31299,0.11,2.23,5.6,0.77,0.79,-0.472,0.308812339,0
Kepler-1156 b,11.89520511,0.0994,1.32,2.3,1,1,-0.068,0.30879045,0
Kepler-1029 b,4.41769648,0.047,1.26,2.13,0.77,0.82,-0.62,0.308671279,0
Kepler-114 b,5.188549,0.053,1.26,6.8,0.67,0.77,-0.685,0.308590739,0
Kepler-271 c,7.41086267,0.0702,0.95,0.809,0.87,0.9,-0.253,0.308563626,0
Kepler-106 e,43.8445,0.2395,2.56,11.17,1.04,1,0.083,0.308485793,0
Kepler-1332 b,11.87456832,0.0986,1.37,2.45,0.9,0.95,-0.137,0.308414114,0
Kepler-390 b,6.738088,0.065,0.82,0.477,0.78,0.86,-0.352,0.308343258,0
HD 219134 c,6.76458,0.0653,1.511,4.36,0.78,0.81,-0.577,0.308093609,0
Kepler-659 b,17.671796,0.1204,2.5,6.8,0.74,0.79,-0.526,0.307916704,0
K2-80 b,19.0918,0.135,2.01,4.7,0.87,0.9,-0.432,0.307800683,0
Kepler-226 d,8.109044,0.076,1.22,1.98,0.8,0.91,-0.239,0.307668599,0
Kepler-100 d,35.3331,0.2143,1.61,3,1.49,1.08,0.411,0.3076595,0
Kepler-1301 b,9.08237046,0.0815,1.4,2.54,0.81,0.85,-0.346,0.307624709,0
Kepler-1209 b,25.369116,0.18,1.51,2.89,1.38,1.23,0.343,0.307612169,0
Kepler-311 c,19.738286,0.145,1.43,2.63,1.19,1.08,0.193,0.3075671,0
Kepler-1221 b,12.00096042,0.0906,1.88,4.19,0.82,0.87,-0.355,0.307463822,0
Kepler-1955 b,14.26519966,0.117,1.167,1.69,1.29,1.05,0.23,0.307445019,0
Kepler-1615 b,47.3126192,0.2788,2.06,4.9,1.05,1.04,0.389,0.307306035,0
Kepler-1473 b,14.4273551,0.116,1.19,1.81,1.09,1.09,0.194,0.307299828,0
Kepler-567 b,16.54297375,0.1229,2.25,5.69,0.79,0.84,-0.409,0.307262949,0
Kepler-306 d,17.326644,0.12,2.47,6.66,0.72,0.81,-0.469,0.307242601,0
Kepler-1406 b,11.62905828,0.0987,1.1,1.37,1.12,1.05,0.135,0.307200047,0
Kepler-42 c,0.45328509,0.006,0.73,0.315,0.17,0.13,-2.62,0.307104493,0
Kepler-1680 b,8.77424,0.0784,1.36,2.42,0.72,0.83,-0.524,0.307092698,0
Kepler-373 c,16.725948,0.126,1.24,2.07,0.84,0.93,0.212,0.30704901,0
Kepler-220 b,4.159807,0.046,0.81,0.457,0.67,0.65,-0.676,0.307002893,0
Kepler-211 c,6.04045,0.062,1.29,18.3,0.82,0.9,-0.413,0.306967284,0
Kepler-495 c,5.89660978,0.0614,1.219,1.98,1.09,0.89,-0.237,0.306949716,0
Kepler-403 c,54.280749,0.297,1.75,3.71,1.33,1.25,0.644,0.306906349,0
Kepler-1437 b,10.9295461,0.0951,1.37,2.45,0.9,0.93,0.316,0.306824245,0
Kepler-141 c,7.010606,0.067,1.41,2.57,0.79,1,-0.446,0.306810012,0
Kepler-197 d,15.677563,0.119,1.22,1.98,1.12,0.86,0.222,0.306768742,0
Kepler-1155 b,33.469743,0.2006,2.03,4.78,1.03,1.03,0.047,0.306700061,0
Kepler-292 f,20.834237,0.141,2.35,6.12,0.83,0.85,-0.337,0.306586011,0
Kepler-1045 b,26.41045478,0.1616,2.69,7.7,0.82,0.86,-0.334,0.306556574,0
GJ 3138 b,1.22003,0.0197,1.18,1.78,0.5,0.68,-1.347,0.306542922,0
TOI-139 b,11.07085,,2.457,6.6,0.7,0.69,-0.778,0.306526587,0
Kepler-1053 b,2.41435165,0.0315,0.98,0.904,0.69,0.74,-0.895,0.306489608,0
Kepler-212 b,16.257582,0.133,1.09,1.32,1.46,1.17,0.383,0.306457475,0
Kepler-357 c,16.85837,0.12,2.67,7.61,0.83,0.79,-0.556,0.306447583,0
Kepler-1610 b,8.70181574,0.0777,1.61,3.22,0.87,0.91,-0.483,0.306351183,0
Kepler-1786 b,78.5460968,0.3659,3.163,10.1,1.4,1.06,0.159,0.30633829,0
Kepler-282 c,13.638723,0.106,1.2,1.87,0.9,0.79,0.106,0.306291888,0
Kepler-2000 b,6.38315913,0.0562,2.73,7.9,0.58,0.58,-1.053,0.306276136,0
Kepler-1689 b,8.483,0.0798,0.947,0.799,1,1.02,-0.016,0.306142551,0
Kepler-1907 b,5.65245009,0.0565,0.87,0.589,0.8,0.75,-0.625,0.306132859,0
Kepler-1869 b,8.16736031,0.0791,1.12,1.46,0.9,0.99,-0.05,0.306124081,0
Kepler-1693 b,12.0999,0.1011,1.289,2.21,0.88,0.95,-0.218,0.306046533,0
Kepler-1125 b,17.6700642,0.1348,1.84,4.04,0.94,0.95,0.647,0.306022101,0
Kepler-1945 b,6.08003998,0.0597,1.289,2.21,0.8,0.77,-0.441,0.305982202,0
Kepler-953 c,9.10967112,0.0862,1.19,1.81,0.99,0.95,-0.119,0.30590176,0
Kepler-388 b,3.173315,0.036,0.81,0.457,0.59,0.64,-0.439,0.305860654,0
K2-126 b,7.385655,0.0656,1.97,4.54,0.65,0.69,-0.878,0.305851534,0
TOI-1749 b,2.38839,0.0291,1.39,57,0.55,0.58,-1.156,0.305826969,0
Kepler-285 c,6.186676,0.064,1.12,1.46,0.81,0.82,-0.279,0.305642679,0
Kepler-1753 b,16.00460052,0.1179,2.227,5.59,0.77,0.86,-0.56,0.305627292,0
Kepler-542 b,13.14497566,0.1038,1.57,3.09,0.9,0.93,-0.122,0.305538269,0
Kepler-944 b,43.3167737,0.2288,2.63,7.41,0.83,0.86,-0.078,0.30546021,0
Kepler-1413 b,13.1829642,0.1066,1.82,3.97,0.8,0.84,-0.391,0.305322131,0
Kepler-1150 b,2.78786839,0.0382,1.02,1.04,0.72,0.76,-0.666,0.305267563,0
Kepler-268 c,83.446393,0.391,3.38,11.4,1.27,1.13,0.318,0.305135648,0
TOI-1695 b,3.1342791,0.033548,1.9,6.36,0.52,0.51,-1.354,0.305025338,0
Kepler-665 b,16.01310205,0.1148,2.6,7.27,0.74,0.79,-0.595,0.304953098,0
Kepler-617 b,1.68269615,0.0219,1.32,2.3,0.48,0.51,-1.305,0.304949153,0
Kepler-1576 b,6.98471973,0.0726,1.04,1.12,1.06,1.05,-0.063,0.304939084,0
Kepler-935 b,4.88083852,0.0527,1.35,2.39,0.73,0.78,-0.639,0.30492412,0
Kepler-1928 b,19.57783,0.194,1.992,4.63,0.92,1.01,-0.092,0.304895507,0
Kepler-387 c,11.837549,0.098,0.89,0.64,1.05,0.82,0.137,0.304828236,0
Kepler-1848 b,5.60402012,0.0563,1.409,2.57,0.74,0.76,-0.513,0.304826441,0
Kepler-1152 b,1.64680191,0.0223,0.87,0.59,0.53,0.55,-1.097,0.304807534,0
Kepler-804 c,9.65185017,0.0872,1.14,1.55,1.05,1.01,0.05,0.304793315,0
Kepler-303 b,1.937055,0.024,0.89,0.64,0.48,0.57,-1.066,0.3047853,0
K2-116 b,4.655411,0.048,0.69,0.257,0.67,0.69,-0.746,0.304757984,0
Kepler-892 b,13.7521072,0.1015,2.81,8.3,0.72,0.75,-0.735,0.304750973,0
Kepler-169 e,13.767102,0.105,2.2,5.48,0.76,0.84,-0.496,0.304694318,0
TOI-4342 b,5.5382498,0.05251,2.266,5.76,0.6,0.63,-1.127,0.304693944,0
Kepler-180 b,13.817124,0.109,1.5,2.86,1.06,0.95,-0.132,0.30455588,0
Kepler-1968 b,7.2810998,0.0696,1.5,2.86,0.79,0.84,-0.65,0.304541927,0
Kepler-1263 b,4.55139967,0.0499,1.14,1.55,0.8,0.84,-0.414,0.30452082,0
HD 191939 e,101.12,0.407,13,112.2,0.94,0.81,-0.187,0.304441148,0
Kepler-250 b,4.148141,0.048,1.13,1.51,0.81,0.83,-0.457,0.304430998,0
Kepler-1500 b,15.0330105,0.1236,1.2,1.87,1,1,0.275,0.304368816,0
Kepler-1692 b,5.95966,0.0646,1.112,1.42,0.87,0.87,-0.324,0.304312355,0
Kepler-112 c,28.574263,0.172,2.4,6.35,0.84,0.78,-0.086,0.304197866,0
Kepler-1669 b,9.51216,0.0745,2.78,8.15,0.71,0.67,-0.803,0.3041853,0
Kepler-316 b,2.240508,0.027,1.06,1.2,0.52,0.59,-0.936,0.304173365,0
Kepler-1043 b,38.5053398,0.2159,2.55,7.04,0.9,0.92,-0.073,0.304151916,0
Kepler-1090 c,42.42720032,0.2274,3.293,10.9,1.01,0.87,-0.146,0.304143321,0
Kepler-180 c,41.885775,0.229,3.01,9.32,1.06,0.95,-0.132,0.304114279,0
Kepler-1335 b,6.26406846,0.0615,1.45,2.7,0.74,0.77,-0.555,0.304109715,0
Kepler-1096 b,2.89221751,0.034,1.24,2.07,0.63,0.66,-0.84,0.30400528,0
K2-120 b,9.562742,0.078,2.01,4.7,0.67,0.69,-0.664,0.303991473,0
Kepler-372 d,30.092568,0.201,1.69,3.5,1.14,1.15,0.321,0.303949469,0
Kepler-359 d,77.095691,0.372,4.01,2.7,1.09,1.14,-0.097,0.303927748,0
Kepler-1050 b,15.3787546,0.1313,1.6,3.19,1.13,1.09,0.059,0.303865817,0
Kepler-1276 b,12.5720095,0.1072,1.19,1.81,1.21,1.14,0.22,0.303822994,0
Kepler-1991 b,13.26079792,0.1065,1.47,2.76,1.05,0.91,-0.108,0.303781888,0
Kepler-907 b,15.86621821,0.1225,1.2,1.87,1.38,1.08,0.378,0.303764308,0
Kepler-123 c,26.695074,0.181,1.48,2.79,1.26,1.01,0.41,0.303747573,0
LTT 3780 b,0.768448,0.01211,1.332,2.62,0.37,0.4,-1.777,0.303507442,0
Kepler-238 f,50.447,0.2747,2,13.5,0.96,1.06,0.43,0.30349655,0
Kepler-364 b,25.745718,0.178,1.55,3.02,1.28,1.19,0.351,0.303459628,0
Kepler-400 c,17.340824,0.134,1.49,2.83,1.15,1.08,0.152,0.303459096,0
Kepler-1218 b,22.9221266,0.1564,1.44,2.67,1.1,1.06,0.363,0.303453715,0
Kepler-1038 c,7.1276598,0.0692,1.416,2.59,0.82,0.87,-0.362,0.303414465,0
Kepler-1880 b,6.30921984,0.054,2.117,5.13,0.53,0.52,-0.762,0.303339978,0
Kepler-1285 b,14.7967458,0.1268,0.97,0.871,1.28,1.2,0.481,0.303330542,0
Kepler-1510 b,84.703921,0.4089,3.36,11.2,1.28,1.19,0.377,0.303313945,0
TOI-269 b,3.6977104,0.0345,2.77,8.8,0.4,0.39,-1.647,0.303248676,0
Kepler-865 c,6.20920207,0.061,0.89,0.64,0.89,0.78,-0.298,0.303247823,0
Kepler-192 d,6.47027579,0.0668,1.02,1.04,0.94,0.94,-0.094,0.303126586,0
Kepler-134 c,10.105785,0.092,1.26,2.13,1.18,1.06,0.061,0.302998278,0
TOI-206 b,0.7363104,0.0112,1.3,2.24,0.35,0.35,-1.836,0.302922544,0
Kepler-132 d,18.010199,0.136,1.55,3.02,1.18,0.98,0.211,0.302897896,0
Kepler-49 d,2.576549,0.031,1.6,3.19,0.56,0.55,-1.131,0.302801656,0
Kepler-320 c,17.934937,0.142,1.37,2.45,1.11,1.33,0.374,0.302788623,0
Kepler-371 b,34.763278,0.2,1.89,4.23,0.99,0.93,0.244,0.302676949,0
Kepler-508 b,25.30889748,0.1763,1.64,3.33,1.25,1.16,0.289,0.302674838,0
Kepler-282 b,9.220524,0.082,1.01,1.01,0.9,0.79,0.106,0.302639717,0
Kepler-1553 b,4.24261881,0.0481,1.15,1.6,0.81,0.85,-0.338,0.302639063,0
Kepler-1325 b,33.8786838,0.2004,2.86,8.55,0.91,0.93,-0.136,0.302635176,0
Kepler-1380 b,10.3108245,0.0917,1.43,2.63,0.94,0.96,0.473,0.302620593,0
Kepler-295 d,33.884054,0.192,1.36,2.42,0.9,0.89,0.629,0.302604419,0
Kepler-1252 b,15.0540329,0.1078,1.67,3.43,1.09,1.06,-0.13,0.302598305,0
Kepler-1987 e,8.74292005,0.0765,1.92,4.35,0.71,0.8,-0.616,0.302521978,0
Kepler-1590 b,7.61760804,0.0772,1.14,1.55,1.16,1.11,0.063,0.302493473,0
Kepler-744 b,12.06222443,0.0993,1.62,3.26,0.93,0.94,-0.222,0.302454527,0
Kepler-154 b,33.040532,0.198,2.26,5.73,1,0.98,0.033,0.302435884,0
K2-130 b,2.49412,0.032,1.25,2.1,0.74,0.7,-0.799,0.302426213,0
Kepler-647 b,16.2254649,0.1222,1.17,1.71,1.07,1.03,0.418,0.302415704,0
Kepler-392 c,10.423118,0.093,1.1,1.37,1.13,1.07,0.195,0.302402613,0
Kepler-543 b,13.89961966,0.098,2.5,6.8,0.67,0.7,-0.643,0.302383944,0
Kepler-82 c,51.54,0.2626,5.34,13.9,0.9,0.91,-0.185,0.302380205,0
Kepler-1164 b,3.97599768,0.0457,1.12,1.46,0.79,0.85,-0.399,0.302286686,0
Kepler-59 b,11.8681707,0.104,1.1,1.37,0.94,1.04,0.324,0.302271051,0
Kepler-68 c,9.605027,0.09008,0.979,1.3,1.26,1.06,0.231,0.302225368,0
GJ 9827 d,6.20147,0.0559,2.022,3.53,0.6,0.61,-0.942,0.302158738,0
Kepler-629 b,7.2385854,0.0712,1.38,2.48,0.84,0.93,-0.283,0.302117242,0
HD 3167 c,29.8454,0.1776,3,11.13,0.88,0.84,-0.27,0.302111236,0
KOI-351 d,59.73667,0.32,2.87,8.6,1.2,1.2,0.269,0.302084046,0
Kepler-1950 b,10.77690029,0.0871,1.527,2.95,0.85,0.76,-0.223,0.302071181,0
Kepler-1508 b,20.7056504,0.1629,1.33,2.33,1.22,1.14,0.537,0.302051419,0
Kepler-1485 b,19.9157725,0.1467,1.47,2.76,1.12,1.11,0.28,0.302042092,0
Kepler-1611 b,5.1762429,0.0586,0.81,0.457,0.93,0.94,-0.113,0.301977376,0
Kepler-520 b,19.67416124,0.144,1.66,3.39,1.09,1.1,0.51,0.301970017,0
Kepler-1420 b,6.69960006,0.0671,1.28,2.18,0.79,0.82,-0.232,0.301954439,0
Kepler-55 e,4.617534,0.048,1.55,3.02,0.62,0.63,-0.763,0.301859065,0
HD 23472 d,3.97664,0.04298,0.75,0.55,0.71,0.67,-0.625,0.301808706,0
Kepler-137 b,8.436387,0.077,1.47,2.76,0.8,0.91,-0.292,0.301755889,0
Kepler-1759 b,3.7202301,0.0429,0.904,0.676,0.8,0.76,-0.563,0.301749677,0
Kepler-1962 b,7.99145985,0.0783,1.215,1.95,1.01,1,-0.122,0.301747001,0
Kepler-1117 b,4.79028459,0.0546,1.11,1.41,0.93,0.95,-0.224,0.301722566,0
Kepler-753 b,5.74772501,0.054,1.91,4.31,0.65,0.68,-0.865,0.301688286,0
LHS 1678 b,0.8602322,0.01251,0.696,0.35,0.33,0.35,-1.839,0.301649736,0
Kepler-1390 b,6.48021673,0.0662,1.18,1.76,0.98,0.98,-0.1,0.301607,0
Kepler-776 b,4.89718784,0.0523,1.28,2.18,0.78,0.83,-0.437,0.301580521,0
Kepler-130 b,8.457458,0.079,1.02,1.04,1.13,0.96,0.198,0.301485754,0
Kepler-341 d,27.666313,0.182,1.85,4.08,1.02,1,0.127,0.301442906,0
Kepler-799 b,133.4605235,0.5167,6.88,37.9,0.93,0.95,0.349,0.301429387,0
Kepler-1911 b,5.9907999,0.0636,1.011,1.01,0.97,0.95,-0.078,0.301425882,0
Kepler-1695 b,4.7329,0.0529,1.119,1.46,0.99,0.96,-0.104,0.301390756,0
Kepler-1425 b,14.4541302,0.1038,0.94,0.779,0.95,0.97,0.398,0.301389226,0
Kepler-1081 b,3.85691855,0.0466,1.01,1.01,0.84,0.88,-0.306,0.301379092,0
Kepler-169 b,3.250619,0.04,1.13,1.51,0.76,0.84,-0.496,0.301350115,0
Kepler-968 c,5.70940492,0.052,1.69,3.5,0.7,0.76,-0.763,0.30128392,0
Kepler-324 b,4.385315,0.05,1.14,1.55,0.84,0.87,-0.308,0.301195534,0
Kepler-1254 c,3.60084276,0.0422,1.3,2.24,0.75,0.78,-0.572,0.301170655,0
Kepler-1361 b,3.57554956,0.0431,0.86,0.566,0.79,0.83,-0.437,0.301132721,0
Kepler-334 c,12.758005,0.107,1.43,2.63,1.07,1.07,0.056,0.301127222,0
Kepler-646 b,15.87364565,0.1149,1.99,4.62,0.91,0.93,-0.259,0.301125683,0
Kepler-770 b,18.92540274,0.1694,2.3,5.9,0.92,0.94,0.054,0.301120655,0
GJ 740 b,2.37756,0.029,1.53,2.96,0.56,0.58,-1.206,0.300969431,0
Kepler-1667 b,83.5781,0.4256,2.984,9.19,1.09,1.09,0.123,0.300830904,0
Kepler-208 d,11.131786,0.103,1.2,1.87,1.31,1.16,0.309,0.300767142,0
Kepler-1367 b,1.57409027,0.0236,0.92,0.721,0.6,0.62,-0.905,0.30076658,0
Kepler-1287 b,11.47685909,0.0976,1.54,2.99,0.94,0.96,-0.091,0.300746871,0
Kepler-1118 b,38.6715075,0.2079,2.74,7.95,0.97,0.96,-0.06,0.300738263,0
Kepler-20 e,6.0984882,0.0637,0.821,0.76,0.92,0.93,-0.165,0.300675674,0
Kepler-1242 b,13.62798432,0.1039,2.26,5.73,0.74,0.77,-0.516,0.300674051,0
Kepler-362 b,10.327186,0.087,0.88,0.615,0.72,1.02,0.209,0.300657743,0
Kepler-295 c,21.526258,0.142,1.17,1.71,0.9,0.89,0.629,0.300642804,0
Kepler-1602 b,11.17931605,0.1074,1.34,2.36,1.36,1.22,0.201,0.300597088,0
Kepler-167 c,7.406106,0.0684,1.674,3.44,0.75,0.78,-0.539,0.300578794,0
Kepler-1291 b,8.63043276,0.0779,1.66,3.39,0.8,0.84,-0.467,0.300521697,0
Kepler-1514 c,10.514181,0.0997,1.176,1.74,1.29,1.2,0.328,0.300454306,0
Kepler-1445 b,10.60052251,0.0948,0.96,0.84,1.26,1.13,0.34,0.300446081,0
Kepler-939 b,14.878296,0.1153,1.75,3.71,0.85,0.88,0.391,0.300435446,0
Kepler-1987 c,3.64830183,0.0427,1.33,2.33,0.71,0.8,-0.616,0.300403008,0
Kepler-381 c,13.391635,0.117,1.12,1.46,1.57,1.2,0.514,0.300238219,0
Kepler-326 d,6.766888,0.066,1.21,6.9,0.8,0.85,-0.157,0.300235377,0
Kepler-211 b,4.138575,0.048,1.26,2.13,0.82,0.9,-0.413,0.300212359,0
Kepler-1130 b,5.45298175,0.0595,0.8,0.437,0.81,0.9,-0.26,0.300204235,0
