"","rowid","pl_controvflag","pl_pnum","pl_orbper","pl_orbpererr1","pl_orbpererr2","pl_orbperlim","pl_orbsmaxlim","pl_radj","pl_radjerr1","pl_radjerr2","pl_radjlim","pl_ttvflag","pl_kepflag","pl_k2flag","pl_nnotes","ra","dec","st_dist","st_disterr1","st_disterr2","st_distlim","st_optmag","st_optmaglim","gaia_gmag","gaia_gmaglim","st_teff","st_tefferr1","st_tefferr2","st_tefflim","st_mass","st_masserr1","st_masserr2","st_masslim","st_rad","st_raderr1","st_raderr2","st_radlim","pl_tranflag","pl_rvflag","pl_imgflag","pl_astflag","pl_omflag","pl_cbflag","pl_rade","pl_radeerr1","pl_radeerr2","pl_radelim","pl_rads","pl_radserr1","pl_radserr2","pl_radslim","pl_trandur","pl_trandurerr1","pl_trandurerr2","pl_trandurlim","pl_tranmid","pl_tranmiderr1","pl_tranmiderr2","pl_tranmidlim","pl_ratrorlim","pl_disc","pl_status","pl_mnum","pl_st_npar","pl_st_nref","st_rah","st_glon","st_glat","st_elon","st_elat","st_plxlim","gaia_plx","gaia_plxerr1","gaia_plxerr2","gaia_plxlim","gaia_dist","gaia_disterr1","gaia_disterr2","gaia_distlim","st_pmra","st_pmraerr","st_pmralim","st_pmdec","st_pmdecerr","st_pmdeclim","st_pm","st_pmerr","st_pmlim","gaia_pmra","gaia_pmraerr","gaia_pmralim","gaia_pmdec","gaia_pmdecerr","gaia_pmdeclim","gaia_pm","gaia_pmerr","gaia_pmlim","st_logg","st_loggerr1","st_loggerr2","st_logglim","st_metfe","st_metfeerr1","st_metfeerr2","st_metfelim","st_nts","st_nplc","st_nglc","st_nrvc","st_naxa","st_nimg","st_nspec","st_j","st_jerr","st_jlim","st_h","st_herr","st_hlim","st_k","st_kerr","st_klim","st_wise1","st_wise1err","st_wise1lim","st_wise2","st_wise2err","st_wise2lim","st_wise3","st_wise3err","st_wise3lim","st_wise4","st_wise4lim","st_photn","st_jmh2","st_jmh2err","st_jmh2lim","st_hmk2","st_hmk2err","st_hmk2lim","st_jmk2","st_jmk2err","st_jmk2lim","st_colorn"
"2578",2578,0,2,15.38231,0.000171,-0.000171,0,0,0.193,0.093,-0.093,0,0,1,0,1,295.785154,40.43955,1284,158.09,-100.05,0,15.809,0,15.851,0,5895,200,-200,0,1,0.34,NA,NA,0.94,0.45,-0.45,0,1,0,0,0,0,0,2.16,1.04,-1.04,0,0.02,0.009,-0.009,0,0.1646,0.0065,-0.0065,0,2454972.08277,0.00623,-0.00623,0,NA,2014,3,0,40,13,19.71901027,74.372125,8.294224,311.764765,60.194903,0,0.72,0.04,-0.04,0,1384.3,76.33,-76.33,0,-15.6,0.073,0,5.5,0.1,0,16.5,0.1,0,12.8,0.1,0,6.9,0.1,0,14.6,0.1,0,4.51,0.3,-0.3,0,-0.06,0.152,-0.219,NA,0,0,0,0,0,3,0,14.614,0.039,0,14.153,0.066,0,14.187,0.074,0,13.864,0.026,0,13.908,0.038,0,12.946,0.491,-1,9.245,-1,14,0.461,0.077,0,-0.034,0.099,0,0.427,0.084,0,5
"2579",2579,0,2,5.923653,2.8e-05,-2.8e-05,0,0,0.139,0.012,-0.012,0,0,1,0,1,297.509851,46.961281,524,11.95,-11.24,0,15.157,0,15.126,0,4713,100,-100,0,0.7,0.05,NA,NA,0.72,0.04,-0.04,0,1,0,0,0,0,0,1.56,0.14,-0.14,0,0.014,0.001,-0.001,0,0.1161,0.0033,-0.0033,0,2454967.68239,0.00245,-0.00245,0,NA,2014,3,0,48,14,19.83399009,80.770367,10.349404,319.987166,65.694666,0,1.81,0.02,-0.02,0,553.2,6.02,-6.02,0,10,0,0,36,0,0,37.4,0,0,3.7,0,0,34.9,0,0,35.1,0,0,4.61,0.15,-0.15,0,-0.46,0.12,-0.12,NA,0,0,0,0,0,3,0,13.504,0.027,0,12.931,0.027,0,12.852,0.028,0,12.717,0.024,0,12.79,0.023,0,12.318,0.282,0,8.777,-1,14,0.573,0.038,0,0.079,0.039,0,0.652,0.039,0,5
"2580",2580,0,2,105.356383,0.000857,-0.000857,0,0,0.224,0.016,-0.016,0,1,1,0,1,297.509851,46.961281,524,11.95,-11.24,0,15.157,0,15.126,0,4713,100,-100,0,0.73,0.04,NA,NA,0.72,0.04,-0.04,0,1,0,0,0,0,0,2.51,0.18,-0.18,0,0.023,0.002,-0.002,0,0.1524,0.007,-0.007,0,2454971.68392,0.00345,-0.00345,0,NA,2014,3,0,52,15,19.83399009,80.770367,10.349404,319.987166,65.694666,0,1.81,0.02,-0.02,0,553.2,6.02,-6.02,0,10,0,0,36,0,0,37.4,0,0,3.7,0,0,34.9,0,0,35.1,0,0,4.61,0.15,-0.15,0,-0.19,0.143,-0.13,NA,0,0,0,0,0,3,0,13.504,0.027,0,12.931,0.027,0,12.852,0.028,0,12.717,0.024,0,12.79,0.023,0,12.318,0.282,0,8.777,-1,14,0.573,0.038,0,0.079,0.039,0,0.652,0.039,0,5
"2581",2581,0,3,20.8613,2e-04,-2e-04,0,0,0.491,0.098,-0.098,0,1,1,0,1,294.023014,45.853081,2100,0.25,-0.01,0,15.237,0,15.224,0,6340,200,-200,0,1.21,0.17,-0.17,0,1.22,0.24,-0.24,0,1,0,0,0,0,0,5.5,1.1,-1.1,0,0.05,0.01,-0.01,0,0.208,0.002,-0.002,0,2454992.141,0.006,-0.006,0,0,2011,3,0,48,15,19.60153427,78.626968,11.957206,313.552612,65.699443,0,0.57,0.02,-0.02,0,1747.58,70.33,-70.33,0,-1,0,0,-7.3,0,0,7.4,0,0,-1,0,0,-7.3,0,0,7.4,0,0,4.7,0.3,-0.3,0,-0.076,0.4,-0.4,0,0,0,0,0,0,3,0,14.233,0.029,0,13.984,0.038,0,13.871,0.05,0,13.893,0.024,0,13.939,0.029,0,13.249,0.488,-1,9.288,-1,14,0.249,0.048,0,0.113,0.063,0,0.362,0.058,0,5
"2582",2582,0,3,42.6318,5e-04,-5e-04,0,0,0.473,0.098,-0.098,0,1,1,0,1,294.023014,45.853081,2100,0.74,-1.25,0,15.237,0,15.224,0,6340,200,-200,0,1.21,0.17,-0.17,0,1.22,0.24,-0.24,0,1,0,0,0,0,0,5.3,1.1,-1.1,0,0.049,0.01,-0.01,0,0.251,0.004,-0.004,0,2454974.191,0.007,-0.007,0,0,2011,3,0,51,15,19.60153427,78.626968,11.957206,313.552612,65.699443,0,0.57,0.02,-0.02,0,1747.58,70.33,-70.33,0,-1,0,0,-7.3,0,0,7.4,0,0,-1,0,0,-7.3,0,0,7.4,0,0,4.7,0.3,-0.3,0,-0.076,0.4,-0.4,0,0,0,0,0,0,3,0,14.233,0.029,0,13.984,0.038,0,13.871,0.05,0,13.893,0.024,0,13.939,0.029,0,13.249,0.518,-1,9.288,-1,14,0.249,0.048,0,0.113,0.063,0,0.362,0.058,0,5
"2583",2583,0,3,87.6451,0.0014,-0.0014,0,0,0.348,0.071,-0.071,0,0,1,0,2,294.023014,45.853081,2100,11.17,-12.03,0,15.237,0,15.224,0,6340,200,-200,0,1.21,0.17,-0.17,0,1.22,0.24,-0.24,0,1,0,0,0,0,0,3.9,0.8,-0.8,0,0.036,0.007,-0.007,0,0.344,0.01,-0.01,0,2454967.942,0.009,-0.009,0,0,2014,3,0,57,16,19.60153427,78.626968,11.957206,313.552612,65.699443,0,0.57,0.02,-0.02,0,1747.58,70.33,-70.33,0,-1,0,0,-7.3,0,0,7.4,0,0,-1,0,0,-7.3,0,0,7.4,0,0,4.7,0.3,-0.3,0,-0.076,0.4,-0.4,0,0,0,0,0,0,3,0,14.233,0.029,0,13.984,0.038,0,13.871,0.05,0,13.893,0.024,0,13.939,0.029,0,13.249,0.514,-1,9.288,-1,14,0.249,0.048,0,0.113,0.063,0,0.362,0.058,0,5
"2584",2584,0,3,13.930698,0.000108,-0.000108,0,0,0.106,0.05,-0.05,0,1,1,0,1,288.839363,46.986744,634,66.42,-47.71,0,14.279,0,14.265,0,5797,200,-200,0,0.95,0.06,NA,NA,0.88,0.41,-0.41,0,1,0,0,0,0,0,1.19,0.56,-0.56,0,0.011,0.005,-0.005,0,0.0877,0.0063,-0.0063,0,2454967.42673,0.0047,-0.0047,0,NA,2014,3,0,38,13,19.25595753,78.129904,15.674119,306.153282,68.074918,0,1.63,0.02,-0.02,0,612.87,7.14,-7.14,0,-7.3,0,0,-0.2,0,0,7.3,0,0,-7.3,0,0,-0.2,0,0,7.3,0,0,4.52,0.3,-0.3,0,0.09,0.142,-0.146,NA,0,0,0,0,0,3,0,13.056,0.021,0,12.69,0.017,0,12.626,0.02,0,12.561,0.023,0,12.615,0.021,0,12.705,0.316,-1,9.371,-1,14,0.366,0.027,0,0.064,0.026,0,0.43,0.029,0,5
"2585",2585,0,3,56.47542,0.000207,-0.000207,0,0,0.302,0.141,-0.141,0,1,1,0,1,288.839363,46.986744,634,66.42,-47.71,0,14.279,0,14.265,0,5797,200,-200,0,0.99,0.06,NA,NA,0.88,0.41,-0.41,0,1,0,0,0,0,0,3.38,1.58,-1.58,0,0.031,0.015,-0.015,0,0.2555,0.0087,-0.0087,0,2454976.81309,0.00221,-0.00221,0,NA,2014,3,0,42,14,19.25595753,78.129904,15.674119,306.153282,68.074918,0,1.63,0.02,-0.02,0,612.87,7.14,-7.14,0,-7.3,0,0,-0.2,0,0,7.3,0,0,-7.3,0,0,-0.2,0,0,7.3,0,0,4.52,0.3,-0.3,0,0.16,0.08,-0.08,NA,0,0,0,0,0,3,0,13.056,0.021,0,12.69,0.017,0,12.626,0.02,0,12.561,0.023,0,12.615,0.021,0,12.705,0.316,-1,9.371,-1,14,0.366,0.027,0,0.064,0.026,0,0.43,0.029,0,5
"2586",2586,0,3,92.876125,0.000785,-0.000785,0,0,0.22,0.103,-0.103,0,0,1,0,1,288.839363,46.986744,634,66.42,-47.71,0,14.279,0,14.265,0,5797,200,-200,0,0.96,0.06,NA,NA,0.88,0.41,-0.41,0,1,0,0,0,0,0,2.47,1.15,-1.15,0,0.023,0.011,-0.011,0,0.2969,0.007,-0.007,0,2454978.92567,0.00419,-0.00419,0,NA,2014,3,0,46,14,19.25595753,78.129904,15.674119,306.153282,68.074918,0,1.63,0.02,-0.02,0,612.87,7.14,-7.14,0,-7.3,0,0,-0.2,0,0,7.3,0,0,-7.3,0,0,-0.2,0,0,7.3,0,0,4.52,0.3,-0.3,0,-0.05,0.149,-0.171,NA,0,0,0,0,0,3,0,13.056,0.021,0,12.69,0.017,0,12.626,0.02,0,12.561,0.023,0,12.615,0.021,0,12.705,0.316,-1,9.371,-1,14,0.366,0.027,0,0.064,0.026,0,0.43,0.029,0,5
"2587",2587,0,2,9.176092,5.7e-05,-5.7e-05,0,0,0.152,0.029,-0.029,0,0,1,0,1,282.06129,47.085491,774,110.08,-70.35,0,13.797,0,13.754,0,5905,131,-131,0,1.02,0.13,NA,NA,1.19,0.23,-0.23,0,1,0,0,0,0,0,1.7,0.33,-0.33,0,0.016,0.003,-0.003,0,0.1809,0.0046,-0.0046,0,2454971.7174,0.00374,-0.00374,0,NA,2014,3,0,41,13,18.804086,76.49304,20.022705,293.997311,69.522017,0,1.26,0.02,-0.02,0,796.53,9.57,-9.57,0,-6.9,0,0,3.9,0,0,7.9,0,0,-6.9,0,0,3.9,0,0,7.9,0,0,4.31,0.15,-0.15,0,0.09,0.104,-0.124,NA,0,0,0,0,0,3,0,12.751,0.027,0,12.47,0.031,0,12.418,0.026,0,12.38,0.023,0,12.406,0.022,0,12.189,0.215,0,9.528,-1,14,0.281,0.041,0,0.052,0.04,0,0.333,0.037,0,5
"2588",2588,0,2,19.738286,0.000205,-0.000205,0,0,0.128,0.025,-0.025,0,0,1,0,1,282.06129,47.085491,774,110.08,-70.35,0,13.797,0,13.754,0,5905,131,-131,0,1.04,0.1,NA,NA,1.19,0.23,-0.23,0,1,0,0,0,0,0,1.43,0.28,-0.28,0,0.013,0.003,-0.003,0,0.2025,0.0075,-0.0075,0,2454966.28529,0.0065,-0.0065,0,NA,2014,3,0,41,13,18.804086,76.49304,20.022705,293.997311,69.522017,0,1.26,0.02,-0.02,0,796.53,9.57,-9.57,0,-6.9,0,0,3.9,0,0,7.9,0,0,-6.9,0,0,3.9,0,0,7.9,0,0,4.31,0.15,-0.15,0,0.04,0.143,-0.147,NA,0,0,0,0,0,3,0,12.751,0.027,0,12.47,0.031,0,12.418,0.026,0,12.38,0.023,0,12.406,0.022,0,12.189,0.215,0,9.528,-1,14,0.281,0.041,0,0.052,0.04,0,0.333,0.037,0,5
"2589",2589,0,2,1.772419,1.2e-05,-1.2e-05,0,0,0.115,0.022,-0.022,0,0,1,0,1,298.395772,42.459756,569,27.05,-26.08,0,12.949,0,12.921,0,6115,100,-100,0,1.23,0.07,NA,NA,1.47,0.28,-0.28,0,1,0,0,0,0,0,1.29,0.25,-0.25,0,0.012,0.002,-0.002,0,0.1022,0.0046,-0.0046,0,2454965.08778,0.00381,-0.00381,0,NA,2014,3,0,37,12,19.89305146,77.119177,7.582674,317.022832,61.344546,0,1.23,0.02,-0.02,0,816.22,14.38,-14.38,0,-0.2,0,0,1.9,0,0,1.9,0,0,3.6,0,0,3.2,0,0,4.9,0,0,4.19,0.15,-0.15,0,0.08,0.129,-0.139,NA,0,0,0,0,0,3,0,11.902,0.02,0,11.664,0.017,0,11.596,0.017,0,11.53,0.023,0,11.56,0.023,0,11.533,0.161,0,9.433,-1,14,0.238,0.026,0,0.068,0.024,0,0.306,0.026,0,5
"2590",2590,0,2,19.747412,6.8e-05,-6.8e-05,0,0,0.281,0.054,-0.054,0,1,1,0,1,298.395772,42.459756,569,27.05,-26.08,0,12.949,0,12.921,0,6115,100,-100,0,1.21,0.2,NA,NA,1.47,0.28,-0.28,0,1,0,0,0,0,0,3.15,0.61,-0.61,0,0.029,0.006,-0.006,0,0.1407,0.0028,-0.0028,0,2454980.1036,0.00191,-0.00191,0,NA,2014,3,0,41,13,19.89305146,77.119177,7.582674,317.022832,61.344546,0,1.23,0.02,-0.02,0,816.22,14.38,-14.38,0,-0.2,0,0,1.9,0,0,1.9,0,0,3.6,0,0,3.2,0,0,4.9,0,0,4.19,0.15,-0.15,0,0.06,0.157,-0.14,NA,0,0,0,0,0,3,0,11.902,0.02,0,11.664,0.017,0,11.596,0.017,0,11.53,0.023,0,11.56,0.023,0,11.533,0.161,0,9.433,-1,14,0.238,0.026,0,0.068,0.024,0,0.306,0.026,0,5
"2591",2591,0,2,14.970418,0.000114,-0.000114,0,0,0.226,0.028,-0.028,0,0,1,0,1,298.294935,48.775459,954,193.71,-166.17,0,14.167,0,14.111,0,5727,100,-100,0,1.33,0.18,NA,NA,1.54,0.16,-0.16,0,1,0,0,0,0,0,2.53,0.31,-0.31,0,0.023,0.003,-0.003,0,0.2441,0.0058,-0.0058,0,2454967.5006,0.00429,-0.00429,0,NA,2014,3,0,37,12,19.886329,82.643826,10.769591,323.25655,67.056161,0,0.93,0.08,-0.08,0,1079.4,88.22,-88.22,0,-6.3,0.1,0,-10.4,0.1,0,12.2,0.1,0,-6.3,0.1,0,-10.4,0.1,0,12.2,0.1,0,4.13,0.15,-0.15,0,0.03,0.135,-0.175,NA,0,0,0,0,0,3,0,12.868,0.023,0,12.551,0.016,0,12.517,0.032,0,12.348,0.024,0,12.371,0.022,0,12.465,0.331,0,8.99,-1,14,0.317,0.028,0,0.034,0.036,0,0.351,0.039,0,5
"2592",2592,0,2,32.273273,0.000819,-0.000819,0,0,0.229,0.037,-0.037,0,0,1,0,1,298.294935,48.775459,954,193.71,-166.17,0,14.167,0,14.111,0,5727,100,-100,0,1.06,0.27,NA,NA,1.54,0.16,-0.16,0,1,0,0,0,0,0,2.57,0.42,-0.42,0,0.024,0.004,-0.004,0,0.2713,0.016,-0.016,0,2454982.10331,0.01367,-0.01367,0,NA,2014,3,0,37,12,19.886329,82.643826,10.769591,323.25655,67.056161,0,0.93,0.08,-0.08,0,1079.4,88.22,-88.22,0,-6.3,0.1,0,-10.4,0.1,0,12.2,0.1,0,-6.3,0.1,0,-10.4,0.1,0,12.2,0.1,0,4.13,0.15,-0.15,0,0.21,0.04,-0.04,NA,0,0,0,0,0,3,0,12.868,0.023,0,12.551,0.016,0,12.517,0.032,0,12.348,0.024,0,12.371,0.022,0,12.465,0.331,0,8.99,-1,14,0.317,0.028,0,0.034,0.036,0,0.351,0.039,0,5
"2593",2593,0,2,2.461069,1.3e-05,-1.3e-05,0,0,0.074,0.011,-0.011,0,0,1,0,1,294.674114,42.075588,263,8.28,-7.35,0,12.557,0,12.523,0,5378,100,-100,0,0.91,0.05,NA,NA,0.95,0.14,-0.14,0,1,0,0,0,0,0,0.83,0.12,-0.12,0,0.008,0.001,-0.001,0,0.0955,0.0035,-0.0035,0,2454966.31441,0.00341,-0.00341,0,NA,2014,3,0,37,12,19.64494094,75.429321,9.805552,311.334656,62.019981,0,3.69,0.02,-0.02,0,270.97,1.78,-1.78,0,7,0,0,8.6,0,0,11.1,0,0,6.7,0,0,5.6,0,0,8.8,0,0,4.46,0.15,-0.15,0,-0.07,0.145,-0.162,NA,0,0,0,0,0,3,0,11.242,0.021,0,10.85,0.017,0,10.778,0.012,0,10.736,0.023,0,10.818,0.02,0,10.685,0.069,0,8.96,-1,14,0.392,0.027,0,0.072,0.021,0,0.464,0.024,0,5
"2594",2594,0,2,5.960392,5e-06,-5e-06,0,0,0.259,0.038,-0.038,0,0,1,0,1,294.674114,42.075588,263,8.28,-7.35,0,12.557,0,12.523,0,5378,100,-100,0,0.92,0.06,NA,NA,0.95,0.14,-0.14,0,1,0,0,0,0,0,2.9,0.43,-0.43,0,0.027,0.004,-0.004,0,0.1152,0.0016,-0.0016,0,2454970.26485,0.00051,-0.00051,0,NA,2014,3,0,41,13,19.64494094,75.429321,9.805552,311.334656,62.019981,0,3.69,0.02,-0.02,0,270.97,1.78,-1.78,0,7,0,0,8.6,0,0,11.1,0,0,6.7,0,0,5.6,0,0,8.8,0,0,4.46,0.15,-0.15,0,0.19,0.05,-0.05,NA,0,0,0,0,0,3,0,11.242,0.021,0,10.85,0.017,0,10.778,0.012,0,10.736,0.023,0,10.818,0.02,0,10.685,0.069,0,8.96,-1,14,0.392,0.027,0,0.072,0.021,0,0.464,0.024,0,5
"2595",2595,0,2,96.101141,0.000918,-0.000918,0,0,0.336,0.07,-0.07,0,1,1,0,1,298.023104,43.363522,1112,123.87,-92.14,0,15.321,0,15.289,0,5796,108,-108,0,1.09,0.12,NA,NA,1.04,0.2,-0.2,0,1,0,0,0,0,0,3.77,0.78,-0.78,0,0.035,0.007,-0.007,0,0.3483,0.0058,-0.0058,0,2455020.73232,0.00518,-0.00518,0,NA,2014,3,0,39,12,19.86820693,77.772323,8.270282,317.25454,62.282262,0,0.83,0.03,-0.03,0,1199.5,37.5,-37.5,0,1.2,0,0,-7.8,0,0,7.8,0,0,1.2,0,0,-7.8,0,0,7.8,0,0,4.38,0.15,-0.15,0,0.02,0.127,-0.159,NA,0,0,0,0,0,3,0,13.982,0.028,0,13.622,0.029,0,13.581,0.041,0,13.612,0.028,0,13.647,0.03,0,12.921,0.506,-1,9.42,-1,14,0.36,0.04,0,0.041,0.05,0,0.401,0.05,0,5
"2596",2596,0,2,265.469335,0.006223,-0.006223,0,0,0.37,0.086,-0.086,0,0,1,0,1,298.023104,43.363522,1112,123.87,-92.14,0,15.321,0,15.289,0,5796,108,-108,0,0.88,0.28,NA,NA,1.04,0.2,-0.2,0,1,0,0,0,0,0,4.15,0.96,-0.96,0,0.038,0.009,-0.009,0,0.4243,0.0249,-0.0249,0,2454984.06838,0.01006,-0.01006,0,NA,2014,3,0,39,12,19.86820693,77.772323,8.270282,317.25454,62.282262,0,0.83,0.03,-0.03,0,1199.5,37.5,-37.5,0,1.2,0,0,-7.8,0,0,7.8,0,0,1.2,0,0,-7.8,0,0,7.8,0,0,4.38,0.15,-0.15,0,0.27,0.09,-0.09,NA,0,0,0,0,0,3,0,13.982,0.028,0,13.622,0.029,0,13.581,0.041,0,13.612,0.028,0,13.647,0.03,0,12.921,0.465,-1,9.42,-1,14,0.36,0.04,0,0.041,0.05,0,0.401,0.05,0,5
"2597",2597,0,2,2.240508,6e-06,-6e-06,0,0,0.095,0.01,-0.01,0,0,1,0,1,290.826023,44.184109,342,17.25,-22.17,0,15.224,0,15.194,0,4204,200,-200,0,0.59,0.02,NA,NA,0.52,0.05,-0.05,0,1,0,0,0,0,0,1.06,0.11,-0.11,0,0.01,0.001,-0.001,0,0.0579,0.0023,-0.0023,0,2454970.82156,0.00164,-0.00164,0,NA,2014,3,0,43,13,19.38840153,76.076271,13.259021,307.05115,64.967069,0,2.57,0.03,-0.03,0,389.22,3.93,-3.93,0,-22.8,0,0,-42.8,0,0,48.5,0,0,-22.8,0,0,-42.8,0,0,48.5,0,0,4.74,0.3,-0.3,0,-0.37,0.04,-0.04,NA,0,0,0,0,0,3,0,13.324,0.022,0,12.681,0.018,0,12.542,0.02,0,12.478,0.023,0,12.544,0.022,0,12.515,0.324,0,9.411,-1,14,0.643,0.028,0,0.139,0.027,0,0.782,0.03,0,5
"2598",2598,0,2,6.827766,3.4e-05,-3.4e-05,0,0,0.103,0.011,-0.011,0,0,1,0,1,290.826023,44.184109,342,17.25,-22.17,0,15.224,0,15.194,0,4204,200,-200,0,0.54,0.01,NA,NA,0.52,0.05,-0.05,0,1,0,0,0,0,0,1.16,0.12,-0.12,0,0.011,0.001,-0.001,0,0.1008,0.0213,-0.0213,0,2454971.61401,0.00268,-0.00268,0,NA,2014,3,0,47,14,19.38840153,76.076271,13.259021,307.05115,64.967069,0,2.57,0.03,-0.03,0,389.22,3.93,-3.93,0,-22.8,0,0,-42.8,0,0,48.5,0,0,-22.8,0,0,-42.8,0,0,48.5,0,0,4.74,0.3,-0.3,0,-0.06,0.093,-0.09,NA,0,0,0,0,0,3,0,13.324,0.022,0,12.681,0.018,0,12.542,0.02,0,12.478,0.023,0,12.544,0.022,0,12.515,0.324,0,9.411,-1,14,0.643,0.028,0,0.139,0.027,0,0.782,0.03,0,5
"2599",2599,0,2,5.524242,2.7e-05,-2.7e-05,0,0,0.186,0.086,-0.086,0,0,1,0,1,294.943885,39.032062,1220,267.07,-150.76,0,15.377,0,15.457,0,5497,200,-200,0,1.06,0.11,NA,NA,0.94,0.43,-0.43,0,1,0,0,0,0,0,2.09,0.96,-0.96,0,0.019,0.009,-0.009,0,0.1113,0.0045,-0.0045,0,2454968.61931,0.00303,-0.00303,0,NA,2014,3,0,42,13,19.66292565,72.810598,8.18829,309.620231,59.088029,0,1.04,0.03,-0.03,0,965.85,26.61,-26.61,0,3,0.6,0,-8,0.4,0,8.5,0.6,0,0.5,0,0,-2.2,0.1,0,2.3,0.1,0,4.49,0.3,-0.3,0,0.2,0.1,-0.09,NA,0,0,0,0,0,3,0,14.095,0.025,0,13.722,0.029,0,13.668,0.046,0,13.478,0.026,0,13.577,0.033,0,12.283,0.304,0,8.936,-1,14,0.373,0.038,0,0.054,0.054,0,0.427,0.052,0,5
"2600",2600,0,2,8.77501,0.000113,-0.000113,0,0,0.153,0.07,-0.07,0,0,1,0,1,294.943885,39.032062,1220,267.07,-150.76,0,15.377,0,15.457,0,5497,200,-200,0,0.89,0.09,NA,NA,0.94,0.43,-0.43,0,1,0,0,0,0,0,1.72,0.79,-0.79,0,0.016,0.007,-0.007,0,0.119,0.01,-0.01,0,2454966.7098,0.00707,-0.00707,0,NA,2014,3,0,40,13,19.66292565,72.810598,8.18829,309.620231,59.088029,0,1.04,0.03,-0.03,0,965.85,26.61,-26.61,0,3,0,0,-8,0.1,0,8.5,0.1,0,0.5,0,0,-2.2,0.1,0,2.3,0.1,0,4.49,0.3,-0.3,0,-0.03,0.135,-0.217,NA,0,0,0,0,0,3,0,14.095,0.025,0,13.722,0.029,0,13.668,0.046,0,13.478,0.026,0,13.577,0.033,0,12.283,0.304,0,8.936,-1,14,0.373,0.038,0,0.054,0.054,0,0.427,0.052,0,5
"2601",2601,0,2,4.662715,3e-06,-3e-06,0,0,0.42,0.074,-0.074,0,0,1,0,1,298.482828,46.793617,463,13.84,-13.49,0,13.297,0,13.281,0,5746,100,-100,0,1.09,0.24,NA,NA,1.19,0.21,-0.21,0,1,0,0,0,0,0,4.71,0.83,-0.83,0,0.043,0.008,-0.008,0,0.1144,5e-04,-5e-04,0,2454967.08179,0.00034,-0.00034,0,NA,2014,3,0,41,13,19.8988552,80.95194,9.687227,321.236409,65.245793,0,2.02,0.01,-0.01,0,496.14,3.29,-3.29,0,1.8,0,0,2.9,0,0,3.5,0,0,1.8,0,0,2.9,0,0,3.5,0,0,4.33,0.15,-0.15,0,0.38,0.045,-0.04,NA,0,0,0,0,0,3,0,12.148,0.02,0,11.832,0.018,0,11.766,0.018,0,11.728,0.023,0,11.796,0.021,0,11.842,0.15,0,8.772,-1,14,0.316,0.027,0,0.066,0.025,0,0.382,0.027,0,5
"2602",2602,0,2,11.815007,2e-05,-2e-05,0,0,0.328,0.058,-0.058,0,0,1,0,1,298.482828,46.793617,463,13.84,-13.49,0,13.297,0,13.281,0,5746,100,-100,0,1,0.05,NA,NA,1.19,0.21,-0.21,0,1,0,0,0,0,0,3.68,0.65,-0.65,0,0.034,0.006,-0.006,0,0.1065,0.0016,-0.0016,0,2454966.08965,0.00091,-0.00091,0,NA,2014,3,0,41,13,19.8988552,80.95194,9.687227,321.236409,65.245793,0,2.02,0.01,-0.01,0,496.14,3.29,-3.29,0,1.8,0,0,2.9,0,0,3.5,0,0,1.8,0,0,2.9,0,0,3.5,0,0,4.33,0.15,-0.15,0,0.02,0.1,-0.097,NA,0,0,0,0,0,3,0,12.148,0.02,0,11.832,0.018,0,11.766,0.018,0,11.728,0.023,0,11.796,0.021,0,11.842,0.15,0,8.772,-1,14,0.316,0.027,0,0.066,0.025,0,0.382,0.027,0,5
"2603",2603,0,3,4.362705,9e-06,-9e-06,0,0,0.145,0.021,-0.021,0,0,1,0,1,288.811943,39.770658,549,29.39,-24.83,0,13.828,0,13.791,0,5526,100,-100,0,0.97,0.03,NA,NA,0.9,0.12,-0.12,0,1,0,0,0,0,0,1.63,0.23,-0.23,0,0.015,0.002,-0.002,0,0.0914,0.0017,-0.0017,0,2454968.23073,0.00134,-0.00134,0,NA,2014,3,0,41,13,19.25412952,71.321563,12.753856,300.965485,61.203049,0,1.96,0.02,-0.02,0,510.83,4.88,-4.88,0,10,0,0,2.9,0,0,10.4,0,0,2.9,0,0,-5.7,0,0,6.5,0,0,4.49,0.15,-0.15,0,-0.07,0.06,-0.06,NA,0,0,0,0,0,3,0,12.631,0.023,0,12.315,0.022,0,12.208,0.02,0,12.179,0.023,0,12.218,0.023,0,12.313,0.29,0,8.894,-1,14,0.316,0.032,0,0.107,0.03,0,0.423,0.03,0,5
"2604",2604,0,3,6.941357,7e-06,-7e-06,0,0,0.235,0.033,-0.033,0,0,1,0,1,288.811943,39.770658,549,29.39,-24.83,0,13.828,0,13.791,0,5526,100,-100,0,0.89,0.03,NA,NA,0.9,0.12,-0.12,0,1,0,0,0,0,0,2.63,0.37,-0.37,0,0.024,0.003,-0.003,0,0.0746,0.0012,-0.0012,0,2454970.54285,0.00061,-0.00061,0,NA,2014,3,0,41,13,19.25412952,71.321563,12.753856,300.965485,61.203049,0,1.96,0.02,-0.02,0,510.83,4.88,-4.88,0,10,0,0,2.9,0,0,10.4,0,0,2.9,0,0,-5.7,0,0,6.5,0,0,4.49,0.15,-0.15,0,-0.08,0.08,-0.08,NA,0,0,0,0,0,3,0,12.631,0.023,0,12.315,0.022,0,12.208,0.02,0,12.179,0.023,0,12.218,0.023,0,12.313,0.29,0,8.894,-1,14,0.316,0.032,0,0.107,0.03,0,0.423,0.03,0,5
